State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
BIHAR,SARAN,DHARAMVEER KUMAR,BIHAR LOK NIRMAN DAL,0,12TH PASS,32,,
BIHAR,SARAN,ISHTEYAQUE AHMAD,YUVA KRANTIKARI PARTY,0,12TH PASS,41,1285000,0
BIHAR,SARAN,JUNED KHAN,BHARTIYA INSAN PARTY,0,8TH PASS,31,6336,0
BIHAR,SARAN,LALU PRASAD YADAV,IND,0,12TH PASS,39,,
BIHAR,SARAN,PRABHAT KUMAR,IND,0,POST GRADUATE,49,2067500,0
BIHAR,SARAN,RAJ KISHOR PRASAD,VANCHIT SAMAJ PARTY,0,12TH PASS,58,70000,0
BIHAR,SARAN,SHEOJEE RAM,BSP,1,GRADUATE,44,11000,0
BIHAR,SARAN,SHIV BRAT SINGH,IND,0,DOCTORATE,53,,
BIHAR,SASARAM,CHHEDI PASWAN,BJP,4,POST GRADUATE,63,,
BIHAR,SASARAM,ASHOK BAITHA,IND,10,10TH PASS,48,816680,0
BIHAR,SASARAM,ASHOK KUMAR PASWAN,IND,0,12TH PASS,27,407950,0
BIHAR,SASARAM,DHARMRAJ PASWAN,LOK JAN VIKAS MORCHA,0,10TH PASS,29,210000,0
BIHAR,SASARAM,MANOJ KUMAR,BSP,0,GRADUATE,35,8864060,0
BIHAR,SASARAM,MEIRA KUMAR,INC,0,POST GRADUATE,74,,
BIHAR,SASARAM,NIRMALA DEVI,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,LITERATE,36,172000,0
BIHAR,SASARAM,RAGHUNI RAM SHASTRI,IND,0,GRADUATE,70,349588,0
BIHAR,SASARAM,RAMEKBAL RAM,IND,0,10TH PASS,55,10607000,0
BIHAR,SASARAM,SATYA NARAYAN PASWAN,IND,0,10TH PASS,64,1603300,0
BIHAR,SASARAM,SATYA NARAYAN RAM,AMBEDKARITE PARTY OF INDIA,0,12TH PASS,65,,
BIHAR,SASARAM,VIDYA JYOTI,BAHUJAN MUKTI PARTY,0,12TH PASS,47,13022788,1683054
BIHAR,SHEOHAR,RAMA DEVI,BJP,1,GRADUATE PROFESSIONAL,69,328364940,0
BIHAR,SHEOHAR,ABUL KALAM KHAN,IND,0,8TH PASS,44,6533000,1078000
BIHAR,SHEOHAR,ANAND KUMAR MAURYA,BAHUJAN AZAD PARTY,0,POST GRADUATE,36,20548227,743000
BIHAR,SHEOHAR,ANIL KUMAR,JAN ADHIKAR PARTY,0,GRADUATE,47,,
BIHAR,SHEOHAR,ANIL KUMAR TIWARI,IND,0,12TH PASS,51,2302500,0
BIHAR,SHEOHAR,DEVENDRA PRASAD SINGH,AIFB,0,GRADUATE,50,30585141,0
BIHAR,SHEOHAR,JAGDISH PRASAD,BAJJIKANCHAL VIKAS PARTY,0,12TH PASS,41,,
BIHAR,SHEOHAR,KEDAR NATH PRASAD,IND,3,12TH PASS,73,17741102,0
BIHAR,SHEOHAR,MUKESH KUMAR JHA,BSP,1,12TH PASS,31,22447516,9700000
BIHAR,SHEOHAR,PRABHU NARAYAN,SHS,4,12TH PASS,47,55746000,400000
BIHAR,SHEOHAR,RAJ KUMAR PRASAD,IND,0,12TH PASS,44,4069008,0
BIHAR,SHEOHAR,RAM DAYAL PRASAD,IND,0,GRADUATE,67,,
BIHAR,SHEOHAR,SHAMIM ALAM,NCP,0,12TH PASS,51,6324527,150000
BIHAR,SHEOHAR,SHYAM KUMAR,RASHTRIYA HIND SENA,2,GRADUATE,38,,
BIHAR,SHEOHAR,SYED FAISAL ALI,RJD,1,POST GRADUATE,52,25526590,8814643
BIHAR,SHEOHAR,UPENDRA SAHANI,RASHTRIYA JANSAMBHAVNA PARTY,0,GRADUATE,46,30529762,0
BIHAR,SITAMARHI,SUNIL KUMAR,JD(U),6,GRADUATE,58,60717031,10277790
BIHAR,SITAMARHI,AMIT CHAUDHARY,IND,9,10TH PASS,42,31837493,0
BIHAR,SITAMARHI,ARJUN RAY,RJD,2,DOCTORATE,47,18988281,1511335
BIHAR,SITAMARHI,BRAJ KISHOR JHA,AIFB,0,GRADUATE,58,,
BIHAR,SITAMARHI,CHANDRIKA PRASAD,IND,0,GRADUATE,44,738000,40804
BIHAR,SITAMARHI,DHARMENDRA KUMAR,IND,0,8TH PASS,33,8045411,0
BIHAR,SITAMARHI,JASEM AHAMAD,BSP,0,LITERATE,41,,
BIHAR,SITAMARHI,JUNAID KHAN,IND,0,GRADUATE PROFESSIONAL,31,12551400,0
BIHAR,SITAMARHI,LALBABU PASWAN,IND,0,LITERATE,55,172000,0
BIHAR,SITAMARHI,MOHAN SAH,KISAN PARTY OF INDIA,1,POST GRADUATE,61,4203500,0
BIHAR,SITAMARHI,NAND KISHORE GUPTA,IND,0,GRADUATE,47,704000,102000
BIHAR,SITAMARHI,RAGHUNATH KUMAR,AAP,1,GRADUATE PROFESSIONAL,47,,
BIHAR,SITAMARHI,RAJ KISHORE PRASAD,"PROUTIST BLOC, INDIA",0,GRADUATE,52,2244813,235000
BIHAR,SITAMARHI,RAMESH KUMAR MISHRA,IND,0,8TH PASS,48,5833784,122000
BIHAR,SITAMARHI,RAVINDRA KUMAR CHANDRA URF DR. RAJA BABU,BHARTIYA MITRA PARTY,0,GRADUATE PROFESSIONAL,35,,
BIHAR,SITAMARHI,SHASHI KUMAR SINGH,IND,0,10TH PASS,70,3500586,125000
BIHAR,SITAMARHI,THAKUR CHANDAN KUMAR SINGH,IND,4,GRADUATE PROFESSIONAL,35,1078194,100000
BIHAR,SITAMARHI,VINOD SAH,IND,0,LITERATE,48,539731,0
BIHAR,SIWAN,KAVITA SINGH,JD(U),4,POST GRADUATE,33,,
BIHAR,SIWAN,ABHISHEK KUMAR,IND,0,POST GRADUATE,41,5082500,0
BIHAR,SIWAN,AMARJIT PRASAD,IND,0,10TH PASS,41,1066095,0
BIHAR,SIWAN,AMARNATH YADAV,CPI(ML)(L),12,LITERATE,54,,
BIHAR,SIWAN,ANIL KUMAR VERMA,IND,0,OTHERS,55,5094000,0
BIHAR,SIWAN,BALMIKI PRASAD,BSP,2,8TH PASS,41,1360000,230000
BIHAR,SIWAN,DEVA KANT MISHRA ALIAS MUNNA BHAIYA,IND,0,GRADUATE,44,,
BIHAR,SIWAN,HENA SHAHAB,RJD,2,GRADUATE,46,139078374,1000000
BIHAR,SIWAN,JAI PRAKASH PRASAD,IND,0,12TH PASS,38,4894500,800000
BIHAR,SIWAN,MADHURI PANDEY,IND,0,OTHERS,47,5146000,0
BIHAR,SIWAN,NARAD PANDIT,BHARATIYA SAMTA SAMAJ PARTY,0,LITERATE,46,1025000,2000
BIHAR,SIWAN,PARMANAND GOND,SWATANTRA SAMAJ PARTY,0,12TH PASS,49,,
BIHAR,SIWAN,ROHIT KUMAR YADAV,SANYUKT VIKAS PARTY,0,8TH PASS,26,1370000,0
BIHAR,SIWAN,SANJAY PRAJAPATI,IND,1,OTHERS,33,6822000,0
BIHAR,SIWAN,SATYENDRA KUSHWAHA,IND,0,GRADUATE,33,,
BIHAR,SIWAN,SHABANA,JAI PRAKASH JANATA DAL,0,GRADUATE,31,14891000,1501500
BIHAR,SIWAN,SUDHIR KUMAR SINGH,SHS,0,GRADUATE,61,19204952,1000000
BIHAR,SIWAN,VIJAY BAHADUR SINGH,RASHTRIYA SAHYOG PARTY,0,GRADUATE PROFESSIONAL,58,5651000,0
BIHAR,SUPAUL,DILESHWAR KAMAIT,JD(U),2,GRADUATE,73,23441606,0
BIHAR,SUPAUL,ANAND PATHAK,HIND SAMRAJYA PARTY,1,GRADUATE,32,6850000,0
BIHAR,SUPAUL,BHIM KUMAR GUPTA,JAMMU & KASHMIR NATIONAL PANTHERS PARTY,0,12TH PASS,41,52000,0
BIHAR,SUPAUL,BINOD KUMAR SAHU,IND,0,GRADUATE,50,,
BIHAR,SUPAUL,DEEP NARAYAN MANDAL,SHS,0,GRADUATE,61,6064918,0
BIHAR,SUPAUL,DINESH PRASAD YADAV,IND,3,GRADUATE PROFESSIONAL,52,,
BIHAR,SUPAUL,KIRAN DEVI,BSP,0,10TH PASS,32,834000,0
BIHAR,SUPAUL,KRISHANDEV MANDAL,RASHTRAVADI JANATA PARTY,1,5TH PASS,50,9917500,0
BIHAR,SUPAUL,MOHAMMAD ABUL KALAM AZAD,JAI HIND PARTY,0,12TH PASS,27,2066100,0
BIHAR,SUPAUL,NAVEEN KUMAR SINGH,BIHAR LOK NIRMAN DAL,0,LITERATE,39,4941000,0
BIHAR,SUPAUL,PRAMOD KUMAR NIRALA,VANCHIT SAMAJ PARTY,3,GRADUATE,48,,
BIHAR,SUPAUL,RAJESH KUMAR S/O JAWAHAR LAL DAS,IND,0,GRADUATE,28,473206,0
BIHAR,SUPAUL,RAJESH KUMAR S/O YUGESHWAR SAH,IND,0,GRADUATE PROFESSIONAL,26,680000,0
BIHAR,SUPAUL,RANJEET RANJAN,INC,5,12TH PASS,46,,
BIHAR,SUPAUL,SANDEEP KUMAR SINGH,IND,0,GRADUATE,41,60808000,0
BIHAR,SUPAUL,SANJAY SARDAR,LOK SEWA DAL,0,LITERATE,40,8715000,650000
BIHAR,SUPAUL,SATYA NARAYAN MEHTA,JAN ADHIKAR PARTY,1,OTHERS,59,3442357,0
BIHAR,SUPAUL,SUDHAKAR JHA,IND,0,GRADUATE,50,10191402,0
BIHAR,UJIARPUR,NITYANAND RAI,BJP,3,GRADUATE,53,187007570,357561
BIHAR,UJIARPUR,A M IZHARUL HAQUE,SATHI AUR AAPKA FAISALA PARTY,0,POST GRADUATE,43,854501,0
BIHAR,UJIARPUR,AJAY KUMAR,CPI(M),3,POST GRADUATE,49,9481398,50000
BIHAR,UJIARPUR,ALLAMAA SHIBLEE NOMANI HALAMI,IND,0,10TH PASS,51,,
BIHAR,UJIARPUR,AMRENDRA KUMAR YADAV,PRAGATISHIL SAMAJWADI PARTY (LOHIA),1,POST GRADUATE,46,3256028,0
BIHAR,UJIARPUR,DR AJAY SINGH ALMUST,RASHTRIYA SAMTA PARTY (SECULAR),0,DOCTORATE,64,4315459,1127000
BIHAR,UJIARPUR,JAY NARAYAN SAH,BAJJIKANCHAL VIKAS PARTY,0,POST GRADUATE,64,,
BIHAR,UJIARPUR,KUMAR GAURAV,JAI PRAKASH JANATA DAL,0,POST GRADUATE,45,80550000,1000000
BIHAR,UJIARPUR,LALAN KUMAR ROY,BALIRAJA PARTY,0,8TH PASS,25,2609880,20800
BIHAR,UJIARPUR,MANOJ KUMAR,JANTA RAJ VIKAS PARTY,0,DOCTORATE,37,3325000,1400000
BIHAR,UJIARPUR,MD. ANWAR,IND,1,10TH PASS,42,2938263,513600
BIHAR,UJIARPUR,NAVIN KUMAR,BSP,0,POST GRADUATE,41,,
BIHAR,UJIARPUR,PRANAV KUMAR,IND,0,12TH PASS,42,8665713,0
BIHAR,UJIARPUR,RAJ KUMAR CHAUHAN,BIHAR LOK NIRMAN DAL,0,10TH PASS,57,,
BIHAR,UJIARPUR,RAMASHRAY THAKUR,IND,0,LITERATE,63,6404094,0
BIHAR,UJIARPUR,SUDHIR KUMAR RAY,IND,0,GRADUATE PROFESSIONAL,27,6876444,1356760
BIHAR,VAISHALI,VEENA DEVI,LJP,2,10TH PASS,48,337284632,112089220
BIHAR,VAISHALI,ABHA RAI,IND,0,8TH PASS,26,5396670,680000
BIHAR,VAISHALI,ABHAY KUMAR SHARMA,IND,0,DOCTORATE,45,10245902,0
BIHAR,VAISHALI,AMIT VIKRAM,JANTANTRIK VIKAS PARTY,0,10TH PASS,39,,
BIHAR,VAISHALI,ARVIND KUMAR SINGH,IND,0,DOCTORATE,55,8950750,0
BIHAR,VAISHALI,BALAK NATH SAHNI,RASHTRIYA MAHAN GANTANTRA PARTY,0,GRADUATE,49,612000,0
BIHAR,VAISHALI,BEENA DEVI W/O AJIT KUMAR RAY,IND,0,8TH PASS,34,,
BIHAR,VAISHALI,DHANVANTI DEVI,LOK CHETNA DAL,0,LITERATE,32,7656000,0
BIHAR,VAISHALI,ISMOHAMAD ALIAS MD. MUNNA,IND,0,GRADUATE,36,1595000,0
BIHAR,VAISHALI,NARESH RAM,SUCI(C),0,12TH PASS,43,28300,0
BIHAR,VAISHALI,PANKAJ KUMAR,IND,1,GRADUATE PROFESSIONAL,46,25076000,200000
BIHAR,VAISHALI,RAGHUVANSH PRASAD SINGH,RJD,2,DOCTORATE,72,,
BIHAR,VAISHALI,RAMESHWAR SAH,RASHTRIYA PRAGATI PARTY,0,POST GRADUATE,38,315376,0
BIHAR,VAISHALI,RESHAMI DEVI,BAJJIKANCHAL VIKAS PARTY,0,LITERATE,46,463500,0
BIHAR,VAISHALI,RINKU DEVI1,IND,0,8TH PASS,37,,
BIHAR,VAISHALI,SATISH KUMAR MISHRA,RASHTRIYA JANSAMBHAVNA PARTY,0,12TH PASS,37,5570000,0
BIHAR,VAISHALI,SHANKAR MAHTO,BSP,4,12TH PASS,46,7073515,104766
BIHAR,VAISHALI,SURESH KUMAR GUPTA,IND,0,12TH PASS,30,2160000,0
BIHAR,VAISHALI,VIDYA BHUSHAN,SAPAKS PARTY,0,10TH PASS,49,,
BIHAR,VALMIKI NAGAR,BAIDYANATH PRASAD MAHTO,JD(U),4,10TH PASS,62,17934888,2915945
BIHAR,VALMIKI NAGAR,BHOLA RAY,SUHELDEV BHARTIYA SAMAJ PARTY,0,LITERATE,57,194000,0
BIHAR,VALMIKI NAGAR,DEEPAK YADAV,BSP,1,GRADUATE PROFESSIONAL,42,,
BIHAR,VALMIKI NAGAR,DURGESH SINGH CHAUHAN,BIHAR LOK NIRMAN DAL,0,12TH PASS,40,2777000,158000
BIHAR,VALMIKI NAGAR,MANOJ KUMAR,JANHIT KISAN PARTY,0,12TH PASS,28,4109638,2200000
BIHAR,VALMIKI NAGAR,MUNNA SINGH,IND,0,POST GRADUATE,46,,
BIHAR,VALMIKI NAGAR,RAJESH KUSHWAHA,RASHTRIYA SARVJAN VIKAS PARTY,0,5TH PASS,27,2389500,90000
BIHAR,VALMIKI NAGAR,RAKESH KEWAT,RASHTRIYA HIND SENA,0,8TH PASS,35,15516300,765000
BIHAR,VALMIKI NAGAR,SHASHWAT KEDAR,INC,0,GRADUATE,32,21370000,1728000
BIHAR,VALMIKI NAGAR,SHIV KUMAR CHAUDHARY,BHARATIYA BAHUJAN CONGRESS,0,8TH PASS,55,40000,0
BIHAR,VALMIKI NAGAR,SURESH SAH,IND,0,OTHERS,54,,
BIHAR,VALMIKI NAGAR,SUSHMA DEVI,SHS,2,POST GRADUATE,38,41780000,100000
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,SUNIL KUMAR,JD(U),0,GRADUATE,35,5261775,200623
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,ANKUR SHARMA,IND,0,POST GRADUATE,35,25979055,0
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,DHIRAJ KUMAR,JANATA CONGRESS,0,12TH PASS,35,5722390,0
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,LOKESH PATEL,IND,0,GRADUATE PROFESSIONAL,27,,
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,PRAVESH KUMAR MISHRA,INC,0,GRADUATE,44,56456831,3012217
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,PREM KUMAR CHOWDHARY,RASHTRIYA LOK SAMTA PARTY,0,GRADUATE PROFESSIONAL,38,101468726,9298567
BYE ELECTION ON 07-11-2020 : BIHAR,VALMIKI NAGAR,SHAILENDRA KUMAR,BHARTIYA PANCHYAT PARTY,6,GRADUATE,45,,
CHANDIGARH,CHANDIGARH,KIRRON KHER,BJP,0,POST GRADUATE,66,474983574,6279188
CHANDIGARH,CHANDIGARH,AKHLESH KUMAR,IND,0,12TH PASS,30,142670,0
CHANDIGARH,CHANDIGARH,AVINASH SINGH SHARMA,CHANDIGARH KI AAWAZ PARTY,1,10TH PASS,48,20233248,2929285
CHANDIGARH,CHANDIGARH,BHUPINDER KAUR,SARVJAN SEWA PARTY,0,8TH PASS,55,,
CHANDIGARH,CHANDIGARH,BOOTA SINGH,IND,0,POST GRADUATE,68,27394328,1000000
CHANDIGARH,CHANDIGARH,DEVI SIROHI,IND,0,DOCTORATE,66,61661454,68610
CHANDIGARH,CHANDIGARH,GURMAIL SINGH,AIFB,1,10TH PASS,41,,
CHANDIGARH,CHANDIGARH,HARMOHAN DHAWAN,AAP,0,POST GRADUATE,78,243011000,0
CHANDIGARH,CHANDIGARH,JAGDISH KUMAR NIDAN,HINDUSTAN SHAKTI SENA,0,10TH PASS,61,2656000,2200000
CHANDIGARH,CHANDIGARH,KARAN VASUDEVA,IND,0,GRADUATE,34,12366296,0
CHANDIGARH,CHANDIGARH,LASHKAR SINGH,CPI(ML) RED STAR,1,GRADUATE,78,,
CHANDIGARH,CHANDIGARH,MANJEET SINGH BOHAT,IND,0,POST GRADUATE,38,5856000,1800000
CHANDIGARH,CHANDIGARH,MUKESH PACHARA,AMBEDKAR NATIONAL CONGRESS,0,12TH PASS,58,779372,174000
CHANDIGARH,CHANDIGARH,NAWAB ALI,RASHTRIYA LOKSWARAJ PARTY,0,8TH PASS,44,,
CHANDIGARH,CHANDIGARH,NIDHI KANSAL,IND,0,POST GRADUATE,38,9117000,0
CHANDIGARH,CHANDIGARH,PARVEEN KUMAR,BSP,0,OTHERS,44,686891,0
CHANDIGARH,CHANDIGARH,PREM LATA,IND,0,5TH PASS,75,136885178,0
CHANDIGARH,CHANDIGARH,RAJ KAMAL SINGH,IND,0,8TH PASS,32,233100,0
CHANDIGARH,CHANDIGARH,RAM KUMAR,IND,0,8TH PASS,38,,
CHANDIGARH,CHANDIGARH,RAMNEET,BHARTIYA KISAN PARTY,0,POST GRADUATE,41,2550000,0
CHANDIGARH,CHANDIGARH,SANDEEP BIDLA,BAHUJAN MUKTI PARTY,0,10TH PASS,32,351900,5253
CHANDIGARH,CHANDIGARH,SANJAY BALAAN,BHARTIYA JAN SAMMAN PARTY,0,ILLITERATE,38,,
CHANDIGARH,CHANDIGARH,SARABJEET SINGH SOHAL,BHARTIYA RASHTRAWADI PARTY,0,GRADUATE PROFESSIONAL,67,194404172,1000000
CHANDIGARH,CHANDIGARH,SATISH KUMAR,JANRAL SAMAJ PARTY,0,GRADUATE PROFESSIONAL,60,54633716,600910
CHANDIGARH,CHANDIGARH,SHAMBHU,SAMAJ ADHIKAR KALYAN PARTY,0,5TH PASS,41,5412500,100000
CHANDIGARH,CHANDIGARH,SHARMILA JOHARI,BHARAT PRABHAT PARTY,0,GRADUATE,38,12340126,2064433
CHANDIGARH,CHANDIGARH,SUBHASH CHANDER GOYAL,RPI(A),0,OTHERS,56,,
CHANDIGARH,CHANDIGARH,SUBHASH TAMOLI,BAHUJAN SAMAJ PARTY (AMBEDKAR),0,5TH PASS,54,253049,0
CHANDIGARH,CHANDIGARH,SUNITA,IND,0,12TH PASS,25,186717,60000
CHANDIGARH,CHANDIGARH,TEJINDER SINGH WALIA,IND,0,10TH PASS,77,,
CHANDIGARH,CHANDIGARH,UDAY RAJ,IND,0,10TH PASS,36,673325,230000
CHANDIGARH,CHANDIGARH,YOGESH DHINGRA,IND,0,POST GRADUATE,30,268777,0
CHHATTISGARH,BASTAR,DEEPAK KUMAR BAIJ,INC,1,POST GRADUATE,38,,
CHHATTISGARH,BASTAR,AAYTU RAM MANDAVI,BSP,0,8TH PASS,55,547094,0
CHHATTISGARH,BASTAR,BAIDU RAM KASHYAP,BJP,2,10TH PASS,46,16073844,141005
CHHATTISGARH,BASTAR,MANGALARAM KARMA,AKHIL BHARAT SAMAGRA KRANTI PARTY,0,12TH PASS,40,1726000,0
CHHATTISGARH,BASTAR,PANEESH PRASAD NAG,AMBEDKARITE PARTY OF INDIA,0,POST GRADUATE,29,3444229,600000
CHHATTISGARH,BASTAR,RAMU RAM MOURYA,CPI,0,POST GRADUATE,42,,
CHHATTISGARH,BASTAR,SURESH KAWASI,SHS,0,5TH PASS,38,13538941,0
CHHATTISGARH,BILASPUR,ARUN SAO,BJP,0,GRADUATE PROFESSIONAL,51,13544588,50000
CHHATTISGARH,BILASPUR,ARUN KUMAR SAHU,IND,0,8TH PASS,42,61250,0
CHHATTISGARH,BILASPUR,ATAL SHRIVASTAV,INC,4,GRADUATE PROFESSIONAL,51,,
CHHATTISGARH,BILASPUR,AVISHEK EKKA,IND,0,POST GRADUATE,31,490000,0
CHHATTISGARH,BILASPUR,BALDAU PRASAD SAHU,IND,0,GRADUATE,46,1197650,0
CHHATTISGARH,BILASPUR,DUJRAM SAHU,IND,0,LITERATE,47,,
CHHATTISGARH,BILASPUR,HAIRSCHANDRA TELI (SAHU),IND,0,10TH PASS,50,250000,0
CHHATTISGARH,BILASPUR,HARISH KUMAR MANDWA,IND,0,GRADUATE PROFESSIONAL,38,244000,0
CHHATTISGARH,BILASPUR,INDRASEN MOGRE,IND,0,GRADUATE PROFESSIONAL,53,149000,0
CHHATTISGARH,BILASPUR,NAND KISHORE RAJ,GONDVANA GANTANTRA PARTY,0,POST GRADUATE,46,3842000,0
CHHATTISGARH,BILASPUR,POORAN LAL CHHABARIYA,SWABHIMAN PARTY,1,10TH PASS,56,,
CHHATTISGARH,BILASPUR,RAJU KHATIK,IND,0,10TH PASS,50,6090000,0
CHHATTISGARH,BILASPUR,RAMFAL MANDREY,AMBEDKARITE PARTY OF INDIA,0,POST GRADUATE,40,2397221,1025508
CHHATTISGARH,BILASPUR,RAMKUMAR GHATLAHARE,BHARTIYA LOKMAT RASHTRWADI PARTY,0,8TH PASS,46,,
CHHATTISGARH,BILASPUR,SALIK RAM JOGIVANSH,IND,0,POST GRADUATE,52,1087000,100000
CHHATTISGARH,BILASPUR,SANDEEP SINGH PORTE,ADHIKAR VIKAS PARTY,0,GRADUATE PROFESSIONAL,28,2722000,0
CHHATTISGARH,BILASPUR,SANTOSH KUMAR KAUSHAL,SHS,0,12TH PASS,47,3279613,726958
CHHATTISGARH,BILASPUR,SHAMBHU SHARMA,BHARAT BHOOMI PARTY,0,GRADUATE PROFESSIONAL,74,2970212,0
CHHATTISGARH,BILASPUR,SIDDHRAM LAHARE,RASHTRIYA JANSABHA PARTY,0,POST GRADUATE,44,,
CHHATTISGARH,BILASPUR,URMILA TIWARI,IND,0,POST GRADUATE,60,220000,0
CHHATTISGARH,BILASPUR,UTTAM DAS GURUGOSAI,BSP,0,12TH PASS,47,9874225,0
CHHATTISGARH,BILASPUR,VIDYA SAHU,IND,0,LITERATE,49,,
CHHATTISGARH,BILASPUR,YAMAN BANJARE,BHARTIYA KISAN PARTY,0,GRADUATE,26,23948167,0
CHHATTISGARH,DURG,VIJAY BAGHEL,BJP,0,GRADUATE,59,,
CHHATTISGARH,DURG,AATMA RAM SAHU,SUCI(C),0,POST GRADUATE,37,48000,0
CHHATTISGARH,DURG,ANOOP KUMAR PANDEY,IND,0,8TH PASS,30,525000,0
CHHATTISGARH,DURG,ANURAG SINGH,BHARTIYA KISAN PARTY,0,OTHERS,25,,
CHHATTISGARH,DURG,ARUN KUMAR JOSHI,IND,0,OTHERS,49,113812,0
CHHATTISGARH,DURG,FARID MOHAMMAD QURAISHI,GONDVANA GANTANTRA PARTY,0,GRADUATE PROFESSIONAL,37,232561,0
CHHATTISGARH,DURG,GEETANJALI SINGH,BSP,0,POST GRADUATE,25,,
CHHATTISGARH,DURG,GURU DADA LOKESH,IND,0,POST GRADUATE,65,6005000,0
CHHATTISGARH,DURG,HIDAR BHATI,SARVADHARAM PARTY,0,5TH PASS,52,1667000,0
CHHATTISGARH,DURG,MALIK RAM THAKUR,AMBEDKARITE PARTY OF INDIA,0,10TH PASS,57,8114967,350000
CHHATTISGARH,DURG,MANOJ GAYKWAD CHHATTISGARHIYA,IND,0,12TH PASS,29,2500,0
CHHATTISGARH,DURG,PITAMBAR LAL NISHAD,BHARAT PRABHAT PARTY,0,12TH PASS,30,,
CHHATTISGARH,DURG,POKHRAJ MESHRAM,BHARATIYA PRAJATANTRIK SHUDH GANDHIWADI KRISH,0,12TH PASS,47,122923,0
CHHATTISGARH,DURG,PRATIMA CHANDRAKAR,INC,0,12TH PASS,61,54656426,878370
CHHATTISGARH,DURG,PRAVEEN TIWARI,IND,0,GRADUATE,40,,
CHHATTISGARH,DURG,RAJ KUMAR GUPTA,CHHATTISGARH SWABHIMAN MANCH,0,POST GRADUATE,66,96788732,148000
CHHATTISGARH,DURG,RAJESH KUMAR DUBEY,BHARTIYA SHAKTI CHETNA PARTY,0,GRADUATE,49,9325683,2900000
CHHATTISGARH,DURG,SUNIL KUMAR MARKANDEY,IND,0,POST GRADUATE,35,392100,69000
CHHATTISGARH,DURG,TRESSA DAVID,INDIA PRAJA BANDHU PARTY,0,GRADUATE,53,430000,0
CHHATTISGARH,JANJGIR CHAMPA,GUHARAM AJGALLE,BJP,0,GRADUATE PROFESSIONAL,52,18400837,0
CHHATTISGARH,JANJGIR CHAMPA,AASHISH RATRE,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,POST GRADUATE,52,7280000,0
CHHATTISGARH,JANJGIR CHAMPA,ASHARAM RATNAKAR,IND,0,GRADUATE,38,1024000,50000
CHHATTISGARH,JANJGIR CHAMPA,BHOJRAM BANJARE,RASHTRIYA JANSABHA PARTY,1,10TH PASS,60,,
CHHATTISGARH,JANJGIR CHAMPA,DAURAM SATNAMI,BSP,0,POST GRADUATE,60,18596521,1970757
CHHATTISGARH,JANJGIR CHAMPA,LAKHAN RAM CHOUHAN,BAHUJAN MUKTI PARTY,0,10TH PASS,67,,
CHHATTISGARH,JANJGIR CHAMPA,NARESH BAI JANGDE,SHS,0,12TH PASS,30,18000,0
CHHATTISGARH,JANJGIR CHAMPA,NARESH KUMAR DAHRIYA,RASHTRIYA GONDVANA PARTY,0,POST GRADUATE,41,681713,0
CHHATTISGARH,JANJGIR CHAMPA,RAVINDRA SHEKHAR BHARADWAJ,INC,0,GRADUATE,42,15316449,744582
CHHATTISGARH,JANJGIR CHAMPA,SEEMA AJAY,AMBEDKARITE PARTY OF INDIA,0,POST GRADUATE,25,999354,0
CHHATTISGARH,JANJGIR CHAMPA,SHANTI KUMAR RATRE,GONDVANA GANTANTRA PARTY,0,GRADUATE PROFESSIONAL,39,,
CHHATTISGARH,JANJGIR CHAMPA,SITABAI CHOUHAN,BHARTIYA SHAKTI CHETNA PARTY,0,NOT GIVEN,30,66000,0
CHHATTISGARH,JANJGIR CHAMPA,UDAY DAS RATRE,IND,0,12TH PASS,52,16300000,5200000
CHHATTISGARH,JANJGIR CHAMPA,VRANDA CHOUHAN,CHHATTISGARH VIKAS GANGA RASHTRIYA PARTY,0,ILLITERATE,40,,
CHHATTISGARH,KANKER,MOHAN MANDAVI,BJP,0,POST GRADUATE,61,,
CHHATTISGARH,KANKER,BIRESH THAKUR,INC,0,POST GRADUATE,52,6666614,0
CHHATTISGARH,KANKER,DURGAPRASAD THAKUR,AMBEDKARITE PARTY OF INDIA,0,POST GRADUATE,43,2137880,500000
CHHATTISGARH,KANKER,GHANSHYAM JURRI,GONDVANA GANTANTRA PARTY,0,12TH PASS,44,,
CHHATTISGARH,KANKER,HARISINGH SIDAR,IND,0,10TH PASS,73,1080000,100000
CHHATTISGARH,KANKER,MATHAN SINGH MARKAM,BHARTIYA SHAKTI CHETNA PARTY,0,POST GRADUATE,40,985000,0
CHHATTISGARH,KANKER,NAREND NAG,IND,0,12TH PASS,37,1012600,2375000
CHHATTISGARH,KANKER,SUBE SINGH DHURVA,BSP,0,10TH PASS,47,896500,0
CHHATTISGARH,KORBA,JYOTSNA MAHANT,INC,0,POST GRADUATE,65,150639697,0
