YEAR,State,Constituency,Total_Electors,Turnout_Percent,Votes_Polled_Including_NOTA
2024,HARYANA,HISAR,,,1174115.0
2024,HARYANA,KARNAL,,,1345892.0
2024,HARYANA,KURUKSHETRA,,,1205872.0
2024,HARYANA,ROHTAK,,,1248446.0
2024,HARYANA,SIRSA,,,1354632.0
2024,HARYANA,SONIPAT,,,1123944.0
2024,HIMACHAL PRADESH,HAMIRPUR,,,1047263.0
2024,HIMACHAL PRADESH,KANGRA,,,1036868.0
2024,HIMACHAL PRADESH,MANDI,,,1015810.0
2024,HIMACHAL PRADESH,SHIMLA,,,969965.0
2024,JAMMU & KASHMIR,ANANTNAG-RAJOURI,,,1026148.0
2024,JAMMU & KASHMIR,BARAMULLA,,,1033900.0
2024,JAMMU & KASHMIR,JAMMU,,,1302176.0
2024,JAMMU & KASHMIR,SRINAGAR,,,675242.0
2024,JAMMU & KASHMIR,UDHAMPUR,,,1113727.0
2024,JHARKHAND,CHATRA,,,1086374.0
2024,JHARKHAND,DHANBAD,,,1428007.0
2024,JHARKHAND,DUMKA,,,1184132.0
2024,JHARKHAND,GIRIDIH,,,1264833.0
2024,JHARKHAND,GODDA,,,1398204.0
2024,JHARKHAND,HAZARIBAGH,,,1264667.0
2024,JHARKHAND,JAMSHEDPUR,,,1277629.0
2024,JHARKHAND,KHUNTI,,,936682.0
2024,JHARKHAND,KODARMA,,,1369964.0
2024,JHARKHAND,LOHARDAGA,,,967125.0
2024,JHARKHAND,PALAMU,,,1390738.0
2024,JHARKHAND,RAJMAHAL,,,1218249.0
2024,JHARKHAND,RANCHI,,,1447781.0
2024,JHARKHAND,SINGHBHUM,,,1007597.0
2024,KARNATAKA,BAGALKOT,,,1317561.0
2024,KARNATAKA,BANGALORE CENTRAL,,,1316510.0
2024,KARNATAKA,BANGALORE NORTH,,,1752504.0
2024,KARNATAKA,BANGALORE RURAL,,,1919540.0
2024,KARNATAKA,BANGALORE SOUTH,,,1249342.0
2024,KARNATAKA,BELAGAVI,,,1383889.0
2024,KARNATAKA,BELLARY,,,1389914.0
2024,KARNATAKA,BIDAR,,,1242322.0
2024,KARNATAKA,BIJAPUR,,,1296114.0
2024,KARNATAKA,CHAMARAJANAGAR,,,1369797.0
2024,KARNATAKA,CHIKKBALLAPUR,,,1530820.0
2024,KARNATAKA,CHIKKODI,,,1393093.0
2024,KARNATAKA,CHITRADURGA,,,1366909.0
2024,KARNATAKA,DAKSHINA KANNADA,,,1415770.0
2024,KARNATAKA,DAVANAGERE,,,1320368.0
2024,KARNATAKA,DHARWAD,,,1366491.0
2024,KARNATAKA,GULBARGA,,,1310477.0
2024,KARNATAKA,HASSAN,,,1355007.0
2024,KARNATAKA,HAVERI,,,1395812.0
2024,KARNATAKA,KOLAR,,,1355228.0
2024,KARNATAKA,KOPPAL,,,1328936.0
2024,KARNATAKA,MANDYA,,,1460267.0
2024,KARNATAKA,MYSORE,,,1484473.0
2024,KARNATAKA,RAICHUR,,,1299619.0
2024,KARNATAKA,SHIMOGA,,,1377224.0
2024,KARNATAKA,TUMKUR,,,1303451.0
2024,KARNATAKA,UDUPI CHIKMAGALUR,,,1229418.0
2024,KARNATAKA,UTTARA KANNADA,,,1262761.0
2024,KERALA,ALAPPUZHA,,,1058703.0
2024,KERALA,ALATHUR,,,992268.0
2024,KERALA,ATTINGAL,,,985341.0
2024,KERALA,CHALAKUDY,,,951287.0
2024,KERALA,ERNAKULAM,,,910502.0
2024,KERALA,IDUKKI,,,840657.0
2024,KERALA,KANNUR,,,1063855.0
2024,KERALA,KASARAGOD,,,1112546.0
2024,KERALA,KOLLAM,,,915691.0
2024,KERALA,KOTTAYAM,,,836223.0
2024,KERALA,KOZHIKODE,,,1090050.0
2024,KERALA,MALAPPURAM,,,1085182.0
2024,KERALA,MAVELIKKARA,,,894971.0
2024,KERALA,PALAKKAD,,,1035836.0
2024,KERALA,PATHANAMTHITTA,,,919569.0
2024,KERALA,PONNANI,,,1026296.0
2024,KERALA,THIRUVANANTHAPURAM,,,962983.0
2024,KERALA,THRISSUR,,,1090876.0
2024,KERALA,VADAKARA,,,1122947.0
2024,KERALA,WAYANAD,,,1084653.0
2024,LADAKH,LADAKH,,,135524.0
2024,LAKSHADWEEP,LAKSHADWEEP,,,49200.0
2024,MADHYA PRADESH,BALAGHAT,,,1382280.0
2024,MADHYA PRADESH,BETUL,,,1396020.0
2024,MADHYA PRADESH,BHIND,,,1049007.0
2024,MADHYA PRADESH,BHOPAL,,,1498285.0
2024,MADHYA PRADESH,CHHINDWARA,,,1304827.0
2024,MADHYA PRADESH,DAMOH,,,1088944.0
2024,MADHYA PRADESH,DEWAS,,,1469104.0
2024,MADHYA PRADESH,DHAR,,,1425044.0
2024,MADHYA PRADESH,GUNA,,,1373766.0
2024,MADHYA PRADESH,GWALIOR,,,1343229.0
2024,MADHYA PRADESH,HOSHANGABAD,,,1249692.0
2024,MADHYA PRADESH,INDORE,,,1561968.0
2024,MADHYA PRADESH,JABALPUR,,,1158545.0
2024,MADHYA PRADESH,KHAJURAHO,,,1140570.0
2024,MADHYA PRADESH,KHANDWA,,,1512542.0
2024,MADHYA PRADESH,KHARGONE,,,1558778.0
2024,MADHYA PRADESH,MANDLA,,,1535632.0
2024,MADHYA PRADESH,MANDSAUR,,,1433492.0
2024,MADHYA PRADESH,MORENA,,,1187331.0
2024,MADHYA PRADESH,RAJGARH,,,1428997.0
2024,MADHYA PRADESH,RATLAM,,,1532643.0
2024,MADHYA PRADESH,REWA,,,918129.0
2024,MADHYA PRADESH,SAGAR,,,1150549.0
2024,MADHYA PRADESH,SATNA,,,1058972.0
2024,MADHYA PRADESH,SHAHDOL,,,1152013.0
2024,MADHYA PRADESH,SIDHI,,,1147264.0
2024,MADHYA PRADESH,TIKAMGARH,,,1098390.0
2024,MADHYA PRADESH,UJJAIN,,,1328580.0
2024,MADHYA PRADESH,VIDISHA,,,1455658.0
2024,MAHARASHTRA,AHMEDNAGAR,,,1325477.0
2024,MAHARASHTRA,AKOLA,,,1173072.0
2024,MAHARASHTRA,AMRAVATI,,,1173579.0
2024,MAHARASHTRA,AURANGABAD,,,1302197.0
2024,MAHARASHTRA,BARAMATI,,,1412349.0
2024,MAHARASHTRA,BEED,,,1522295.0
2024,MAHARASHTRA,BHANDARA GONDIYA,,,1235073.0
2024,MAHARASHTRA,BHIWANDI,,,1253399.0
2024,MAHARASHTRA,BULDHANA,,,1109496.0
2024,MAHARASHTRA,CHANDRAPUR,,,1241304.0
2024,MAHARASHTRA,DHULE,,,1219295.0
2024,MAHARASHTRA,DINDORI,,,1240910.0
2024,MAHARASHTRA,GADCHIROLI - CHIMUR,,,1166360.0
2024,MAHARASHTRA,HATKANANGLE,,,1296024.0
2024,MAHARASHTRA,HINGOLI,,,1159300.0
2024,MAHARASHTRA,JALGAON,,,1169553.0
2024,MAHARASHTRA,JALNA,,,1363409.0
2024,MAHARASHTRA,KALYAN,,,1045736.0
2024,MAHARASHTRA,KOLHAPUR,,,1393326.0
2024,MAHARASHTRA,LATUR,,,1239079.0
2024,MAHARASHTRA,MADHA,,,1273418.0
2024,MAHARASHTRA,MAVAL,,,1419401.0
2024,MAHARASHTRA,MUMBAI NORTH,,,1035493.0
2024,MAHARASHTRA,MUMBAI NORTH CENTRAL,,,910562.0
2024,MAHARASHTRA,MUMBAI NORTH EAST,,,926469.0
2024,MAHARASHTRA,MUMBAI NORTH WEST,,,954939.0
2024,MAHARASHTRA,MUMBAI SOUTH,,,773113.0
2024,MAHARASHTRA,MUMBAI SOUTH CENTRAL,,,794524.0
2024,MAHARASHTRA,NAGPUR,,,1211321.0
2024,MAHARASHTRA,NANDED,,,1128254.0
2024,MAHARASHTRA,NANDURBAR,,,1393669.0
2024,MAHARASHTRA,NASHIK,,,1237204.0
2024,MAHARASHTRA,OSMANABAD,,,1281052.0
2024,MAHARASHTRA,PALGHAR,,,1376074.0
2024,MAHARASHTRA,PARBHANI,,,1331176.0
2024,MAHARASHTRA,PUNE,,,1104572.0
2024,MAHARASHTRA,RAIGAD,,,1013272.0
2024,MAHARASHTRA,RAMTEK,,,1252512.0
2024,MAHARASHTRA,RATNAGIRI- SINDHUDURG,,,914038.0
2024,MAHARASHTRA,RAVER,,,1171666.0
2024,MAHARASHTRA,SANGLI,,,1168744.0
2024,MAHARASHTRA,SATARA,,,1198004.0
2024,MAHARASHTRA,SHIRDI,,,1059864.0
2024,MAHARASHTRA,SHIRUR,,,1374464.0
2024,MAHARASHTRA,SOLAPUR,,,1204485.0
2024,MAHARASHTRA,THANE,,,1309068.0
2024,MAHARASHTRA,WARDHA,,,1095012.0
2024,MAHARASHTRA,YAVATMAL- WASHIM,,,1225530.0
2024,MANIPUR,INNER MANIPUR,,,796897.0
2024,MANIPUR,OUTER MANIPUR,,,796735.0
2024,MEGHALAYA,SHILLONG,,,1037911.0
2024,MEGHALAYA,TURA,,,674056.0
2024,MIZORAM,MIZORAM,,,491336.0
2024,NAGALAND,NAGALAND,,,760796.0
2024,NCT OF DELHI,CHANDNI CHOWK,,,966102.0
2024,NCT OF DELHI,EAST DELHI,,,1264049.0
2024,NCT OF DELHI,NEW DELHI,,,847468.0
2024,NCT OF DELHI,NORTH-EAST DELHI,,,1552731.0
2024,NCT OF DELHI,NORTH-WEST DELHI,,,1487207.0
2024,NCT OF DELHI,SOUTH DELHI,,,1295998.0
2024,NCT OF DELHI,WEST DELHI,,,1524494.0
2024,ODISHA,ASKA,,,1017914.0
2024,ODISHA,BALASORE,,,1239635.0
2024,ODISHA,BARGARH,,,1309864.0
2024,ODISHA,BERHAMPUR,,,1042923.0
2024,ODISHA,BHADRAK,,,1297377.0
2024,ODISHA,BHUBANESWAR,,,1082215.0
2024,ODISHA,BOLANGIR,,,1400248.0
2024,ODISHA,CUTTACK,,,1120795.0
2024,ODISHA,DHENKANAL,,,1191673.0
2024,ODISHA,JAGATSINGHPUR,,,1286287.0
2024,ODISHA,JAJPUR,,,1161208.0
2024,ODISHA,KALAHANDI,,,1334244.0
2024,ODISHA,KANDHAMAL,,,996091.0
2024,ODISHA,KENDRAPARA,,,1277108.0
2024,ODISHA,KEONJHAR,,,1256615.0
2024,ODISHA,KORAPUT,,,1148842.0
2024,ODISHA,MAYURBHANJ,,,1174050.0
2024,ODISHA,NABARANGPUR,,,1242475.0
2024,ODISHA,PURI,,,1196938.0
2024,ODISHA,SAMBALPUR,,,1196747.0
2024,ODISHA,SUNDARGARH,,,1155777.0
2024,PUDUCHERRY,PUDUCHERRY,,,807940.0
2024,PUNJAB,AMRITSAR,,,905656.0
2024,PUNJAB,ANANDPUR SAHIB,,,1077123.0
2024,PUNJAB,BATHINDA,,,1151170.0
2024,PUNJAB,FARIDKOT,,,1014455.0
2024,PUNJAB,FATEHGARH SAHIB,,,974256.0
2024,PUNJAB,FIROZEPUR,,,1125115.0
2024,PUNJAB,GURDASPUR,,,1077826.0
2024,PUNJAB,HOSHIARPUR,,,948485.0
2024,PUNJAB,JALANDHAR,,,989107.0
2024,PUNJAB,KHADOOR SAHIB,,,1047165.0
2024,PUNJAB,LUDHIANA,,,1059157.0
2024,PUNJAB,PATIALA,,,1151743.0
2024,PUNJAB,SANGRUR,,,1009665.0
2024,RAJASTHAN,AJMER,,,1201179.0
2024,RAJASTHAN,ALWAR,,,1253438.0
2024,RAJASTHAN,BANSWARA,,,1636852.0
2024,RAJASTHAN,BARMER,,,1688051.0
2024,RAJASTHAN,BHARATPUR,,,1133000.0
2024,RAJASTHAN,BHILWARA,,,1304395.0
2024,RAJASTHAN,BIKANER,,,1118282.0
2024,RAJASTHAN,CHITTORGARH,,,1498733.0
2024,RAJASTHAN,CHURU,,,1424645.0
2024,RAJASTHAN,DAUSA,,,1072734.0
2024,RAJASTHAN,GANGANAGAR,,,1413494.0
2024,RAJASTHAN,JAIPUR,,,1463258.0
2024,RAJASTHAN,JAIPUR RURAL,,,1262054.0
2024,RAJASTHAN,JALORE,,,1451126.0
2024,RAJASTHAN,JHALAWAR-BARAN,,,1421331.0
2024,RAJASTHAN,JHUNJHUNU,,,1118927.0
2024,RAJASTHAN,JODHPUR,,,1383838.0
2024,RAJASTHAN,KARAULI-DHOLPUR,,,988122.0
2024,RAJASTHAN,KOTA,,,1500157.0
2024,RAJASTHAN,NAGAUR,,,1238473.0
2024,RAJASTHAN,PALI,,,1353842.0
2024,RAJASTHAN,RAJSAMAND,,,1213130.0
2024,RAJASTHAN,SIKAR,,,1300856.0
2024,RAJASTHAN,TONK-SAWAI MADHOPUR,,,1226584.0
2024,RAJASTHAN,UDAIPUR,,,1498376.0
2024,SIKKIM,SIKKIM,,,384893.0
2024,TAMIL NADU,ARAKKONAM,,,1163822.0
2024,TAMIL NADU,ARANI,,,1140261.0
2024,TAMIL NADU,CHENNAI CENTRAL,,,730549.0
2024,TAMIL NADU,CHENNAI NORTH,,,902489.0
2024,TAMIL NADU,CHENNAI SOUTH,,,1099321.0
2024,TAMIL NADU,CHIDAMBARAM,,,1167071.0
2024,TAMIL NADU,COIMBATORE,,,1372833.0
2024,TAMIL NADU,CUDDALORE,,,1031563.0
2024,TAMIL NADU,DHARMAPURI,,,1247832.0
2024,TAMIL NADU,DINDIGUL,,,1149621.0
2024,TAMIL NADU,ERODE,,,1093423.0
2024,TAMIL NADU,KALLAKURICHI,,,1249568.0
2024,TAMIL NADU,KANCHEEPURAM,,,1259578.0
2024,TAMIL NADU,KANYAKUMARI,,,1029055.0
2024,TAMIL NADU,KARUR,,,1132045.0
2024,TAMIL NADU,KRISHNAGIRI,,,1166156.0
2024,TAMIL NADU,MADURAI,,,986969.0
2024,TAMIL NADU,MAYILADUTHURAI,,,1087708.0
2024,TAMIL NADU,NAGAPATTINAM,,,973011.0
2024,TAMIL NADU,NAMAKKAL,,,1146303.0
2024,TAMIL NADU,NILGIRIS,,,1018906.0
2024,TAMIL NADU,PERAMBALUR,,,1129226.0
2024,TAMIL NADU,POLLACHI,,,1126045.0
2024,TAMIL NADU,RAMANATHAPURAM,,,1109853.0
2024,TAMIL NADU,SALEM,,,1304844.0
2024,TAMIL NADU,SIVAGANGA,,,1053419.0
2024,TAMIL NADU,SRIPERUMBUDUR,,,1440935.0
2024,TAMIL NADU,TENKASI,,,1039119.0
2024,TAMIL NADU,THANJAVUR,,,1028706.0
2024,TAMIL NADU,THENI,,,1141219.0
2024,TAMIL NADU,THIRUVALLUR,,,1417812.0
2024,TAMIL NADU,THOOTHUKKUDI,,,978526.0
2024,TAMIL NADU,TIRUCHIRAPPALLI,,,1055964.0
2024,TAMIL NADU,TIRUNELVELI,,,1067448.0
2024,TAMIL NADU,TIRUPPUR,,,1142549.0
2024,TAMIL NADU,TIRUVANNAMALAI,,,1146273.0
2024,TAMIL NADU,VELLORE,,,1129458.0
2024,TAMIL NADU,VILUPPURAM,,,1152667.0
2024,TAMIL NADU,VIRUDHUNAGAR,,,1061901.0
2024,TELANGANA,ADILABAD,,,1235597.0
2024,TELANGANA,BHUVANAGIRI,,,1401396.0
2024,TELANGANA,CHEVELLA,,,1675354.0
2024,TELANGANA,HYDERABAD,,,1080324.0
2024,TELANGANA,KARIMNAGAR,,,1312852.0
2024,TELANGANA,KHAMMAM,,,1251283.0
2024,TELANGANA,MAHABUBABAD,,,1108786.0
2024,TELANGANA,MAHBUBNAGAR,,,1226078.0
2024,TELANGANA,MALKAJGIRI,,,1933843.0
2024,TELANGANA,MEDAK,,,1386239.0
2024,TELANGANA,NAGARKURNOOL,,,1219223.0
2024,TELANGANA,NALGONDA,,,1296324.0
2024,TELANGANA,NIZAMABAD,,,1233581.0
2024,TELANGANA,PEDDAPALLI,,,1095295.0
2024,TELANGANA,SECUNDERABAD,,,1047659.0
2024,TELANGANA,WARANGAL,,,1267946.0
2024,TELANGANA,ZAHIRABAD,,,1236593.0
2024,TRIPURA,TRIPURA EAST,,,1134345.0
2024,TRIPURA,TRIPURA WEST,,,1209809.0
2024,UTTAR PRADESH,AGRA,,,1123779.0
2024,UTTAR PRADESH,AKBARPUR,,,1086953.0
2024,UTTAR PRADESH,ALIGARH,,,1133366.0
2024,UTTAR PRADESH,ALLAHABAD,,,947000.0
2024,UTTAR PRADESH,AMBEDKAR NAGAR,,,1177062.0
2024,UTTAR PRADESH,AMETHI,,,980671.0
2024,UTTAR PRADESH,AMROHA,,,1110690.0
2024,UTTAR PRADESH,AONLA,,,1088896.0
2024,UTTAR PRADESH,AZAMGARH,,,1054520.0
2024,UTTAR PRADESH,BADAUN,,,1091764.0
2024,UTTAR PRADESH,BAGHPAT,,,933773.0
2024,UTTAR PRADESH,BAHRAICH,,,1056566.0
2024,UTTAR PRADESH,BALLIA,,,1007322.0
2024,UTTAR PRADESH,BANDA,,,1044132.0
2024,UTTAR PRADESH,BANSGAON,,,944763.0
2024,UTTAR PRADESH,BARABANKI,,,1290634.0
2024,UTTAR PRADESH,BAREILLY,,,1119558.0
2024,UTTAR PRADESH,BASTI,,,1082870.0
2024,UTTAR PRADESH,BHADOHI,,,1084993.0
2024,UTTAR PRADESH,BIJNOR,,,1024432.0
2024,UTTAR PRADESH,BULANDSHAHR,,,1054399.0
2024,UTTAR PRADESH,CHANDAULI,,,1116499.0
2024,UTTAR PRADESH,DEORIA,,,1043308.0
2024,UTTAR PRADESH,DHAURAHRA,,,1111847.0
2024,UTTAR PRADESH,DOMARIYAGANJ,,,1018965.0
2024,UTTAR PRADESH,ETAH,,,1010381.0
2024,UTTAR PRADESH,ETAWAH,,,1033784.0
2024,UTTAR PRADESH,FAIZABAD,,,1140661.0
2024,UTTAR PRADESH,FARRUKHABAD,,,1033794.0
2024,UTTAR PRADESH,FATEHPUR,,,1106944.0
2024,UTTAR PRADESH,FATEHPUR SIKRI,,,1034155.0
2024,UTTAR PRADESH,FIROZABAD,,,1107296.0
2024,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,,,1437244.0
2024,UTTAR PRADESH,GHAZIABAD,,,1470430.0
2024,UTTAR PRADESH,GHAZIPUR,,,1153094.0
2024,UTTAR PRADESH,GHOSI,,,1150590.0
2024,UTTAR PRADESH,GONDA,,,952884.0
2024,UTTAR PRADESH,GORAKHPUR,,,1154413.0
2024,UTTAR PRADESH,HAMIRPUR,,,1115299.0
2024,UTTAR PRADESH,HARDOI,,,1100116.0
2024,UTTAR PRADESH,HATHRAS,,,1082720.0
2024,UTTAR PRADESH,JALAUN,,,1128949.0
2024,UTTAR PRADESH,JAUNPUR,,,1101788.0
2024,UTTAR PRADESH,JHANSI,,,1380506.0
2024,UTTAR PRADESH,KAIRANA,,,1079806.0
2024,UTTAR PRADESH,KAISERGANJ,,,1062099.0
2024,UTTAR PRADESH,KANNAUJ,,,1217833.0
2024,UTTAR PRADESH,KANPUR,,,887396.0
2024,UTTAR PRADESH,KAUSHAMBI,,,1009329.0
2024,UTTAR PRADESH,KHERI,,,1213359.0
2024,UTTAR PRADESH,KUSHI NAGAR,,,1080483.0
2024,UTTAR PRADESH,LALGANJ,,,1003438.0
2024,UTTAR PRADESH,LUCKNOW,,,1136892.0
2024,UTTAR PRADESH,MACHHLISHAHR,,,1060063.0
2024,UTTAR PRADESH,MAHARAJGANJ,,,1210451.0
2024,UTTAR PRADESH,MAINPURI,,,1054011.0
2024,UTTAR PRADESH,MATHURA,,,957046.0
2024,UTTAR PRADESH,MEERUT,,,1182479.0
2024,UTTAR PRADESH,MIRZAPUR,,,1105405.0
2024,UTTAR PRADESH,MISRIKH,,,1051983.0
2024,UTTAR PRADESH,MOHANLALGANJ,,,1377452.0
2024,UTTAR PRADESH,MORADABAD,,,1283185.0
2024,UTTAR PRADESH,MUZAFFARNAGAR,,,1078669.0
2024,UTTAR PRADESH,NAGINA,,,1001303.0
2024,UTTAR PRADESH,PHULPUR,,,1014824.0
2024,UTTAR PRADESH,PILIBHIT,,,1160947.0
2024,UTTAR PRADESH,PRATAPGARH,,,947288.0
2024,UTTAR PRADESH,RAE BARELI,,,1039219.0
2024,UTTAR PRADESH,RAMPUR,,,968079.0
2024,UTTAR PRADESH,ROBERTSGANJ,,,1009545.0
2024,UTTAR PRADESH,SAHARANPUR,,,1229455.0
2024,UTTAR PRADESH,SALEMPUR,,,917362.0
2024,UTTAR PRADESH,SAMBHAL,,,1194983.0
2024,UTTAR PRADESH,SANT KABIR NAGAR,,,1091202.0
2024,UTTAR PRADESH,SHAHJAHANPUR,,,1247902.0
2024,UTTAR PRADESH,SHRAWASTI,,,1046528.0
2024,UTTAR PRADESH,SITAPUR,,,1102015.0
2024,UTTAR PRADESH,SULTANPUR,,,1033387.0
2024,UTTAR PRADESH,UNNAO,,,1302271.0
2024,UTTAR PRADESH,VARANASI,,,1130143.0
2024,UTTARAKHAND,ALMORA,,,668497.0
2024,UTTARAKHAND,GARHWAL,,,737431.0
2024,UTTARAKHAND,HARIDWAR,,,1302623.0
2024,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,,,1266016.0
2024,UTTARAKHAND,TEHRI GARHWAL,,,862041.0
2024,WEST BENGAL,ALIPURDUARS,,,1421389.0
2024,WEST BENGAL,ARAMBAGH,,,1559079.0
2024,WEST BENGAL,ASANSOL,,,1301540.0
2024,WEST BENGAL,BAHARAMPUR,,,1384770.0
2024,WEST BENGAL,BALURGHAT,,,1237308.0
2024,WEST BENGAL,BANGAON,,,1493108.0
2024,WEST BENGAL,BANKURA,,,1447674.0
2024,WEST BENGAL,BARASAT,,,1532601.0
2024,WEST BENGAL,BARDHAMAN PURBA,,,1497310.0
2024,WEST BENGAL,BARDHAMAN-DURGAPUR,,,1501773.0
2024,WEST BENGAL,BARRACKPORE,,,1141860.0
2024,WEST BENGAL,BASIRHAT,,,1523401.0
2024,WEST BENGAL,BIRBHUM,,,1527432.0
2024,WEST BENGAL,BISHNUPUR,,,1513872.0
2024,WEST BENGAL,BOLPUR,,,1528470.0
2024,WEST BENGAL,COOCH BEHAR,,,1623048.0
2024,WEST BENGAL,DARJEELING,,,1327412.0
2024,WEST BENGAL,DIAMOND HARBOUR,,,1530817.0
2024,WEST BENGAL,DUM DUM,,,1260046.0
2024,WEST BENGAL,GHATAL,,,1600556.0
2024,WEST BENGAL,HOOGHLY,,,1517511.0
2024,WEST BENGAL,HOWRAH,,,1271796.0
2024,WEST BENGAL,JADAVPUR,,,1566509.0
2024,WEST BENGAL,JALPAIGURI,,,1578389.0
2024,WEST BENGAL,JANGIPUR,,,1369633.0
2024,WEST BENGAL,JAYNAGAR,,,1482631.0
2024,WEST BENGAL,JHARGRAM,,,1490843.0
2024,WEST BENGAL,KANTHI,,,1530997.0
2024,WEST BENGAL,KOLKATA DAKSHIN,,,1243477.0
2024,WEST BENGAL,KOLKATA UTTAR,,,958433.0
2024,WEST BENGAL,KRISHNANAGAR,,,1425712.0
2024,WEST BENGAL,MALDAHA DAKSHIN,,,1369789.0
2024,WEST BENGAL,MALDAHA UTTAR,,,1417589.0
2024,WEST BENGAL,MATHURAPUR,,,1496024.0
2024,WEST BENGAL,MEDINIPUR,,,1481563.0
2024,WEST BENGAL,MURSHIDABAD,,,1541559.0
2024,WEST BENGAL,PURULIA,,,1434018.0
2024,WEST BENGAL,RAIGANJ,,,1368471.0
2024,WEST BENGAL,RANAGHAT,,,1540632.0
2024,WEST BENGAL,SERAMPORE,,,1476532.0
2024,WEST BENGAL,TAMLUK,,,1577319.0
2024,WEST BENGAL,ULUBERIA,,,1390794.0
