YEAR,State,Constituency,Total_Electors,Turnout_Percent,Votes_Polled_Including_NOTA
2019,KARNATAKA,GULBARGA,,,1189361.0
2019,KARNATAKA,HASSAN,,,1277552.0
2019,KARNATAKA,HAVERI,,,1266679.0
2019,KARNATAKA,KOLAR,,,1258551.0
2019,KARNATAKA,KOPPAL,,,1190347.0
2019,KARNATAKA,MANDYA,,,1379210.0
2019,KARNATAKA,MYSORE,,,1318041.0
2019,KARNATAKA,RAICHUR,,,1124385.0
2019,KARNATAKA,SHIMOGA,,,1283577.0
2019,KARNATAKA,TUMKUR,,,1244858.0
2019,KARNATAKA,UDUPI CHIKMAGALUR,,,1151012.0
2019,KARNATAKA,UTTARA KANNADA,,,1153480.0
2019,KERALA,ALAPPUZHA,,,1088728.0
2019,KERALA,ALATHUR,,,1018743.0
2019,KERALA,ATTINGAL,,,1004888.0
2019,KERALA,CHALAKUDY,,,990224.0
2019,KERALA,ERNAKULAM,,,967203.0
2019,KERALA,IDUKKI,,,919297.0
2019,KERALA,KANNUR,,,1053842.0
2019,KERALA,KASARAGOD,,,1100051.0
2019,KERALA,KOLLAM,,,968123.0
2019,KERALA,KOTTAYAM,,,910339.0
2019,KERALA,KOZHIKODE,,,1076193.0
2019,KERALA,MALAPPURAM,,,1034618.0
2019,KERALA,MAVELIKKARA,,,971035.0
2019,KERALA,PALAKKAD,,,1028249.0
2019,KERALA,PATHANAMTHITTA,,,1026553.0
2019,KERALA,PONNANI,,,1017265.0
2019,KERALA,THIRUVANANTHAPURAM,,,1010180.0
2019,KERALA,THRISSUR,,,1041869.0
2019,KERALA,VADAKARA,,,1065619.0
2019,KERALA,WAYANAD,,,1092197.0
2019,LAKSHADWEEP,LAKSHADWEEP,,,47009.0
2019,MADHYA PRADESH,BALAGHAT,,,1372018.0
2019,MADHYA PRADESH,BETUL,,,1357857.0
2019,MADHYA PRADESH,BHIND,,,960687.0
2019,MADHYA PRADESH,BHOPAL,,,1407954.0
2019,MADHYA PRADESH,CHHINDWARA,,,1248031.0
2019,MADHYA PRADESH,DAMOH,,,1164226.0
2019,MADHYA PRADESH,DEWAS,,,1398946.0
2019,MADHYA PRADESH,DHAR,,,1344132.0
2019,MADHYA PRADESH,GUNA,,,1178423.0
2019,MADHYA PRADESH,GWALIOR,,,1196096.0
2019,MADHYA PRADESH,HOSHANGABAD,,,1265869.0
2019,MADHYA PRADESH,INDORE,,,1629108.0
2019,MADHYA PRADESH,JABALPUR,,,1263573.0
2019,MADHYA PRADESH,KHAJURAHO,,,1257783.0
2019,MADHYA PRADESH,KHANDWA,,,1468138.0
2019,MADHYA PRADESH,KHARGONE,,,1427607.0
2019,MADHYA PRADESH,MANDLA,,,1517255.0
2019,MADHYA PRADESH,MANDSOUR,,,1370667.0
2019,MADHYA PRADESH,MORENA,,,1137290.0
2019,MADHYA PRADESH,RAJGARH,,,1260329.0
2019,MADHYA PRADESH,RATLAM,,,1400509.0
2019,MADHYA PRADESH,REWA,,,1013251.0
2019,MADHYA PRADESH,SAGAR,,,1037175.0
2019,MADHYA PRADESH,SATNA,,,1113656.0
2019,MADHYA PRADESH,SHAHDOL,,,1237858.0
2019,MADHYA PRADESH,SIDHI,,,1282705.0
2019,MADHYA PRADESH,TIKAMGARH,,,1096712.0
2019,MADHYA PRADESH,UJJAIN,,,1252511.0
2019,MADHYA PRADESH,VIDISHA,,,1250244.0
2019,MAHARASHTRA,AHMADNAGAR,,,1203797.0
2019,MAHARASHTRA,AKOLA,,,1119440.0
2019,MAHARASHTRA,AMRAVATI,,,1112385.0
2019,MAHARASHTRA,AURANGABAD,,,1198221.0
2019,MAHARASHTRA,BARAMATI,,,1304728.0
2019,MAHARASHTRA,BEED,,,1352399.0
2019,MAHARASHTRA,BHANDARA - GONDIYA,,,1244931.0
2019,MAHARASHTRA,BHIWANDI,,,1005172.0
2019,MAHARASHTRA,BULDHANA,,,1120359.0
2019,MAHARASHTRA,CHANDRAPUR,,,1238474.0
2019,MAHARASHTRA,DHULE,,,1085038.0
2019,MAHARASHTRA,DINDORI,,,1137631.0
2019,MAHARASHTRA,GADCHIROLI-CHIMUR,,,1142698.0
2019,MAHARASHTRA,HATKANANGLE,,,1252211.0
2019,MAHARASHTRA,HINGOLI,,,1157516.0
2019,MAHARASHTRA,JALGAON,,,1088277.0
2019,MAHARASHTRA,JALNA,,,1208139.0
2019,MAHARASHTRA,KALYAN,,,890313.0
2019,MAHARASHTRA,KOLHAPUR,,,1330852.0
2019,MAHARASHTRA,LATUR,,,1176542.0
2019,MAHARASHTRA,MADHA,,,1216319.0
2019,MAHARASHTRA,MAVAL,,,1368872.0
2019,MAHARASHTRA,MUMBAI NORTH,,,989759.0
2019,MAHARASHTRA,MUMBAI NORTH CENTRAL,,,901784.0
2019,MAHARASHTRA,MUMBAI NORTH EAST,,,908993.0
2019,MAHARASHTRA,MUMBAI NORTH WEST,,,941497.0
2019,MAHARASHTRA,MUMBAI SOUTH,,,801611.0
2019,MAHARASHTRA,MUMBAI SOUTH CENTRAL,,,797250.0
2019,MAHARASHTRA,NAGPUR,,,1186051.0
2019,MAHARASHTRA,NANDED,,,1129350.0
2019,MAHARASHTRA,NANDURBAR,,,1281738.0
2019,MAHARASHTRA,NASHIK,,,1121232.0
2019,MAHARASHTRA,OSMANABAD,,,1204730.0
2019,MAHARASHTRA,PALGHAR,,,1201941.0
2019,MAHARASHTRA,PARBHANI,,,1252782.0
2019,MAHARASHTRA,PUNE,,,1035236.0
2019,MAHARASHTRA,RAIGAD,,,1025467.0
2019,MAHARASHTRA,RAMTEK,,,1196744.0
2019,MAHARASHTRA,RATNAGIRI - SINDHUDURG,,,901102.0
2019,MAHARASHTRA,RAVER,,,1092971.0
2019,MAHARASHTRA,SANGLI,,,1189958.0
2019,MAHARASHTRA,SATARA,,,1115434.0
2019,MAHARASHTRA,SHIRDI,,,1029362.0
2019,MAHARASHTRA,SHIRUR,,,1293117.0
2019,MAHARASHTRA,SOLAPUR,,,1084514.0
2019,MAHARASHTRA,THANE,,,1170518.0
2019,MAHARASHTRA,WARDHA,,,1072570.0
2019,MAHARASHTRA,YAVATMAL-WASHIM,,,1174220.0
2019,MANIPUR,INNER MANIPUR,,,759301.0
2019,MANIPUR,OUTER MANIPUR,,,858029.0
2019,MEGHALAYA,SHILLONG,,,784190.0
2019,MEGHALAYA,TURA,,,583041.0
2019,MIZORAM,MIZORAM,,,499621.0
2019,NAGALAND,NAGALAND,,,1006357.0
2019,NCT OF DELHI,CHANDNI CHOWK,,,980390.0
2019,NCT OF DELHI,EAST DELHI,,,1257821.0
2019,NCT OF DELHI,NEW DELHI,,,920541.0
2019,NCT OF DELHI,NORTH EAST DELHI,,,1461475.0
2019,NCT OF DELHI,NORTH WEST DELHI,,,1402962.0
2019,NCT OF DELHI,SOUTH DELHI,,,1214222.0
2019,NCT OF DELHI,WEST DELHI,,,1441601.0
2019,ODISHA,ASKA,,,1013862.0
2019,ODISHA,BALASORE,,,1157871.0
2019,ODISHA,BARGARH,,,1247912.0
2019,ODISHA,BERHAMPUR,,,989910.0
2019,ODISHA,BHADRAK,,,1223754.0
2019,ODISHA,BHUBANESWAR,,,1005215.0
2019,ODISHA,BOLANGIR,,,1306705.0
2019,ODISHA,CUTTACK,,,1059490.0
2019,ODISHA,DHENKANAL,,,1131522.0
2019,ODISHA,JAGATSINGHPUR,,,1229190.0
2019,ODISHA,JAJPUR,,,1092084.0
2019,ODISHA,KALAHANDI,,,1228292.0
2019,ODISHA,KANDHAMAL,,,941985.0
2019,ODISHA,KENDRAPARA,,,1236466.0
2019,ODISHA,KEONJHAR,,,1176292.0
2019,ODISHA,KORAPUT,,,1080161.0
2019,ODISHA,MAYURBHANJ,,,1150357.0
2019,ODISHA,NABARANGPUR,,,1159700.0
2019,ODISHA,PURI,,,1135620.0
2019,ODISHA,SAMBALPUR,,,1124455.0
2019,ODISHA,SUNDARGARH,,,1100129.0
2019,PUDUCHERRY,PUDUCHERRY,,,790760.0
2019,PUNJAB,AMRITSAR,,,859513.0
2019,PUNJAB,ANANDPUR SAHIB,,,1081727.0
2019,PUNJAB,BATHINDA,,,1200810.0
2019,PUNJAB,FARIDKOT,,,974947.0
2019,PUNJAB,FATEHGARH SAHIB,,,985948.0
2019,PUNJAB,FIROZPUR,,,1172033.0
2019,PUNJAB,GURDASPUR,,,1103887.0
2019,PUNJAB,HOSHIARPUR,,,990791.0
2019,PUNJAB,JALANDHAR,,,1018998.0
2019,PUNJAB,KHADOOR SAHIB,,,1046032.0
2019,PUNJAB,LUDHIANA,,,1046955.0
2019,PUNJAB,PATIALA,,,1177903.0
2019,PUNJAB,SANGRUR,,,1105888.0
2019,RAJASTHAN,AJMER,,,1262214.0
2019,RAJASTHAN,ALWAR,,,1265674.0
2019,RAJASTHAN,BANSWARA,,,1439671.0
2019,RAJASTHAN,BARMER,,,1422271.0
2019,RAJASTHAN,BHARATPUR,,,1146797.0
2019,RAJASTHAN,BHILWARA,,,1310513.0
2019,RAJASTHAN,BIKANER,,,1099598.0
2019,RAJASTHAN,CHITTORGARH,,,1458760.0
2019,RAJASTHAN,CHURU,,,1328422.0
2019,RAJASTHAN,DAUSA,,,1062834.0
2019,RAJASTHAN,GANGANAGAR,,,1451765.0
2019,RAJASTHAN,JAIPUR,,,1456404.0
2019,RAJASTHAN,JAIPUR RURAL,,,1276693.0
2019,RAJASTHAN,JALORE,,,1361619.0
2019,RAJASTHAN,JHALAWAR-BARAN,,,1369868.0
2019,RAJASTHAN,JHUNJHUNU,,,1198927.0
2019,RAJASTHAN,JODHPUR,,,1346243.0
2019,RAJASTHAN,KARAULI-DHOLPUR,,,998044.0
2019,RAJASTHAN,KOTA,,,1367034.0
2019,RAJASTHAN,NAGAUR,,,1203124.0
2019,RAJASTHAN,PALI,,,1359799.0
2019,RAJASTHAN,RAJSAMAND,,,1239845.0
2019,RAJASTHAN,SIKAR,,,1326969.0
2019,RAJASTHAN,TONK-SAWAI MADHOPUR,,,1233458.0
2019,RAJASTHAN,UDAIPUR,,,1454518.0
2019,SIKKIM,SIKKIM,,,351746.0
2019,TAMIL NADU,ARAKKONAM,,,1178060.0
2019,TAMIL NADU,ARANI,,,1143907.0
2019,TAMIL NADU,CHENNAI CENTRAL,,,785450.0
2019,TAMIL NADU,CHENNAI NORTH,,,955545.0
2019,TAMIL NADU,CHENNAI SOUTH,,,1125857.0
2019,TAMIL NADU,CHIDAMBARAM,,,1153192.0
2019,TAMIL NADU,COIMBATORE,,,1250885.0
2019,TAMIL NADU,CUDDALORE,,,1043202.0
2019,TAMIL NADU,DHARMAPURI,,,1223205.0
2019,TAMIL NADU,DINDIGUL,,,1160046.0
2019,TAMIL NADU,ERODE,,,1067863.0
2019,TAMIL NADU,KALLAKURICHI,,,1204375.0
2019,TAMIL NADU,KANCHEEPURAM,,,1237612.0
2019,TAMIL NADU,KANNIYAKUMARI,,,1048377.0
2019,TAMIL NADU,KARUR,,,1103165.0
2019,TAMIL NADU,KRISHNAGIRI,,,1161369.0
2019,TAMIL NADU,MADURAI,,,1016026.0
2019,TAMIL NADU,MAYILADUTHURAI,,,1097243.0
2019,TAMIL NADU,NAGAPATTINAM,,,1002208.0
2019,TAMIL NADU,NAMAKKAL,,,1133774.0
2019,TAMIL NADU,NILGIRIS,,,1010719.0
2019,TAMIL NADU,PERAMBALUR,,,1102767.0
2019,TAMIL NADU,POLLACHI,,,1081875.0
2019,TAMIL NADU,RAMANATHAPURAM,,,1066146.0
2019,TAMIL NADU,SALEM,,,1255459.0
2019,TAMIL NADU,SIVAGANGA,,,1084468.0
2019,TAMIL NADU,SRIPERUMBUDUR,,,1406782.0
2019,TAMIL NADU,TENKASI,,,1065569.0
2019,TAMIL NADU,THANJAVUR,,,1059223.0
2019,TAMIL NADU,THENI,,,1173489.0
2019,TAMIL NADU,THIRUVALLUR,,,1408189.0
2019,TAMIL NADU,THOOTHUKKUDI,,,991263.0
2019,TAMIL NADU,TIRUCHIRAPPALLI,,,1048062.0
2019,TAMIL NADU,TIRUNELVELI,,,1039761.0
2019,TAMIL NADU,TIRUPPUR,,,1119584.0
2019,TAMIL NADU,TIRUVANNAMALAI,,,1151729.0
2019,TAMIL NADU,VILUPPURAM,,,1135540.0
2019,TAMIL NADU,VIRUDHUNAGAR,,,1074735.0
2019,TELANGANA,ADILABAD,,,1063730.0
2019,TELANGANA,BHONGIR,,,1212631.0
2019,TELANGANA,CHEVELLA,,,1300194.0
2019,TELANGANA,HYDERABAD,,,877872.0
2019,TELANGANA,KARIMNAGAR,,,1147697.0
2019,TELANGANA,KHAMMAM,,,1139831.0
2019,TELANGANA,MAHABUBABAD,,,983535.0
2019,TELANGANA,MAHBUBNAGAR,,,984634.0
2019,TELANGANA,MALKAJGIRI,,,1563063.0
2019,TELANGANA,MEDAK,,,1150223.0
2019,TELANGANA,NAGARKURNOOL,,,989847.0
2019,TELANGANA,NALGONDA,,,1175703.0
2019,TELANGANA,NIZAMABAD,,,1062768.0
2019,TELANGANA,PEDDAPALLE,,,970051.0
2019,TELANGANA,SECUNDRABAD,,,915106.0
2019,TELANGANA,WARANGAL,,,1061645.0
2019,TELANGANA,ZAHIRABAD,,,1044365.0
2019,TRIPURA,TRIPURA EAST,,,1045417.0
2019,TRIPURA,TRIPURA WEST,,,1107755.0
2019,UTTAR PRADESH,AGRA,,,1145323.0
2019,UTTAR PRADESH,AKBARPUR,,,1025314.0
2019,UTTAR PRADESH,ALIGARH,,,1163184.0
2019,UTTAR PRADESH,ALLAHABAD,,,889056.0
2019,UTTAR PRADESH,AMBEDKAR NAGAR,,,1090152.0
2019,UTTAR PRADESH,AMETHI,,,942453.0
2019,UTTAR PRADESH,AMROHA,,,1169182.0
2019,UTTAR PRADESH,AONLA,,,1052795.0
2019,UTTAR PRADESH,AZAMGARH,,,1029112.0
2019,UTTAR PRADESH,BADAUN,,,1081108.0
2019,UTTAR PRADESH,BAGHPAT,,,1044894.0
2019,UTTAR PRADESH,BAHRAICH,,,989848.0
2019,UTTAR PRADESH,BALLIA,,,989732.0
2019,UTTAR PRADESH,BANDA,,,1034549.0
2019,UTTAR PRADESH,BANSGAON,,,969136.0
2019,UTTAR PRADESH,BARABANKI,,,1155341.0
2019,UTTAR PRADESH,BAREILLY,,,1068342.0
2019,UTTAR PRADESH,BASTI,,,1054539.0
2019,UTTAR PRADESH,BHADOHI,,,1039390.0
2019,UTTAR PRADESH,BIJNOR,,,1100763.0
2019,UTTAR PRADESH,BULANDSHAHR,,,1123629.0
2019,UTTAR PRADESH,CHANDAULI,,,1084961.0
2019,UTTAR PRADESH,DEORIA,,,1015363.0
2019,UTTAR PRADESH,DHAURAHRA,,,1063840.0
2019,UTTAR PRADESH,DOMARIYAGANJ,,,985269.0
2019,UTTAR PRADESH,ETAH,,,999607.0
2019,UTTAR PRADESH,ETAWAH,,,1027815.0
2019,UTTAR PRADESH,FAIZABAD,,,1087121.0
2019,UTTAR PRADESH,FARRUKHABAD,,,1002953.0
2019,UTTAR PRADESH,FATEHPUR,,,1043655.0
2019,UTTAR PRADESH,FATEHPUR SIKRI,,,1037151.0
2019,UTTAR PRADESH,FIROZABAD,,,1075866.0
2019,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,,,1392952.0
2019,UTTAR PRADESH,GHAZIABAD,,,1524456.0
2019,UTTAR PRADESH,GHAZIPUR,,,1105627.0
2019,UTTAR PRADESH,GHOSI,,,1140781.0
2019,UTTAR PRADESH,GONDA,,,923816.0
2019,UTTAR PRADESH,GORAKHPUR,,,1184635.0
2019,UTTAR PRADESH,HAMIRPUR,,,1089778.0
2019,UTTAR PRADESH,HARDOI,,,1057558.0
2019,UTTAR PRADESH,HATHRAS,,,1150294.0
2019,UTTAR PRADESH,JALAUN,,,1129955.0
2019,UTTAR PRADESH,JAUNPUR,,,1040652.0
2019,UTTAR PRADESH,JHANSI,,,1380890.0
2019,UTTAR PRADESH,KAIRANA,,,1124047.0
2019,UTTAR PRADESH,KAISERGANJ,,,981400.0
2019,UTTAR PRADESH,KANNAUJ,,,1140496.0
2019,UTTAR PRADESH,KANPUR,,,842994.0
2019,UTTAR PRADESH,KAUSHAMBI,,,974438.0
2019,UTTAR PRADESH,KHERI,,,1136660.0
2019,UTTAR PRADESH,KUSHI NAGAR,,,1053117.0
2019,UTTAR PRADESH,LALGANJ,,,960568.0
2019,UTTAR PRADESH,LUCKNOW,,,1116445.0
2019,UTTAR PRADESH,MACHHLISHAHR,,,1034925.0
2019,UTTAR PRADESH,MAHARAJGANJ,,,1226916.0
2019,UTTAR PRADESH,MAINPURI,,,976518.0
2019,UTTAR PRADESH,MATHURA,,,1102731.0
2019,UTTAR PRADESH,MEERUT,,,1216413.0
2019,UTTAR PRADESH,MIRZAPUR,,,1108965.0
2019,UTTAR PRADESH,MISRIKH,,,1026668.0
2019,UTTAR PRADESH,MOHANLALGANJ,,,1269040.0
2019,UTTAR PRADESH,MORADABAD,,,1282206.0
2019,UTTAR PRADESH,MUZAFFARNAGAR,,,1160071.0
2019,UTTAR PRADESH,NAGINA,,,1009456.0
2019,UTTAR PRADESH,PHULPUR,,,978236.0
2019,UTTAR PRADESH,PILIBHIT,,,1186589.0
2019,UTTAR PRADESH,PRATAPGARH,,,914665.0
2019,UTTAR PRADESH,RAE BARELI,,,958556.0
2019,UTTAR PRADESH,RAMPUR,,,1060921.0
2019,UTTAR PRADESH,ROBERTSGANJ,,,988287.0
2019,UTTAR PRADESH,SAHARANPUR,,,1231746.0
2019,UTTAR PRADESH,SALEMPUR,,,921066.0
2019,UTTAR PRADESH,SAMBHAL,,,1183469.0
2019,UTTAR PRADESH,SANT KABIR NAGAR,,,1063390.0
2019,UTTAR PRADESH,SHAHJAHANPUR,,,1186157.0
2019,UTTAR PRADESH,SHRAWASTI,,,997007.0
2019,UTTAR PRADESH,SITAPUR,,,1064521.0
2019,UTTAR PRADESH,SULTANPUR,,,1000316.0
2019,UTTAR PRADESH,UNNAO,,,1237076.0
2019,UTTAR PRADESH,VARANASI,,,1060476.0
2019,UTTARAKHAND,ALMORA,,,694472.0
2019,UTTARAKHAND,GARHWAL,,,742784.0
2019,UTTARAKHAND,HARDWAR,,,1271030.0
2019,UTTARAKHAND,NAINITAL-UDHAMSINGH NAGAR,,,1258570.0
2019,UTTARAKHAND,TEHRI GARHWAL,,,876069.0
2019,WEST BENGAL,ALIPURDUARS,,,1380217.0
2019,WEST BENGAL,ARAMBAGH,,,1471981.0
2019,WEST BENGAL,ASANSOL,,,1238135.0
2019,WEST BENGAL,BAHARAMPUR,,,1299997.0
2019,WEST BENGAL,BALURGHAT,,,1197849.0
2019,WEST BENGAL,BANGAON,,,1407758.0
2019,WEST BENGAL,BANKURA,,,1371855.0
2019,WEST BENGAL,BARASAT,,,1394766.0
2019,WEST BENGAL,BARDHAMAN DURGAPUR,,,1433007.0
2019,WEST BENGAL,BARDHAMAN PURBA,,,1439286.0
2019,WEST BENGAL,BARRACKPORE,,,1104517.0
2019,WEST BENGAL,BASIRHAT,,,1433339.0
2019,WEST BENGAL,BIRBHUM,,,1449423.0
2019,WEST BENGAL,BISHNUPUR,,,1420648.0
2019,WEST BENGAL,BOLPUR,,,1461269.0
2019,WEST BENGAL,COOCH BEHAR,,,1524683.0
2019,WEST BENGAL,DARJEELING,,,1267270.0
2019,WEST BENGAL,DIAMOND HARBOUR,,,1409002.0
2019,WEST BENGAL,DUM DUM,,,1204660.0
2019,WEST BENGAL,GHATAL,,,1488818.0
2019,WEST BENGAL,HOOGHLY,,,1457842.0
2019,WEST BENGAL,HOWRAH,,,1222293.0
2019,WEST BENGAL,JADAVPUR,,,1436894.0
2019,WEST BENGAL,JALPAIGURI,,,1500922.0
2019,WEST BENGAL,JANGIPUR,,,1304504.0
2019,WEST BENGAL,JHARGRAM,,,1406214.0
2019,WEST BENGAL,JOYNAGAR,,,1356102.0
2019,WEST BENGAL,KANTHI,,,1424247.0
2019,WEST BENGAL,KOLKATA DAKSHIN,,,1206645.0
2019,WEST BENGAL,KOLKATA UTTAR,,,950613.0
2019,WEST BENGAL,KRISHNANAGAR,,,1366443.0
2019,WEST BENGAL,MALDAHA DAKSHIN,,,1279202.0
2019,WEST BENGAL,MALDAHA UTTAR,,,1354706.0
2019,WEST BENGAL,MATHURAPUR,,,1401953.0
2019,WEST BENGAL,MEDINIPUR,,,1409815.0
2019,WEST BENGAL,MURSHIDABAD,,,1453755.0
2019,WEST BENGAL,PURULIA,,,1355236.0
2019,WEST BENGAL,RAIGANJ,,,1277109.0
2019,WEST BENGAL,RANAGHAT,,,1484035.0
2019,WEST BENGAL,SRERAMPUR,,,1401705.0
2019,WEST BENGAL,TAMLUK,,,1446499.0
2019,WEST BENGAL,ULUBERIA,,,1311099.0
2024,A&N ISLANDS,ANDAMAN & NICOBAR ISLANDS,,,202514.0
2024,ANDHRA PRADESH,AMALAPURAM,,,1301106.0
2024,ANDHRA PRADESH,ANAKAPALLI,,,1325332.0
2024,ANDHRA PRADESH,ANANTAPURAMU,,,1440428.0
2024,ANDHRA PRADESH,ARAKU,,,1164445.0
2024,ANDHRA PRADESH,BAPATLA,,,1300745.0
2024,ANDHRA PRADESH,CHITTOOR,,,1418857.0
2024,ANDHRA PRADESH,ELURU,,,1382049.0
2024,ANDHRA PRADESH,GUNTUR,,,1425371.0
2024,ANDHRA PRADESH,HINDUPUR,,,1416339.0
2024,ANDHRA PRADESH,KADAPA,,,1321975.0
2024,ANDHRA PRADESH,KAKINADA,,,1329803.0
2024,ANDHRA PRADESH,KURNOOL,,,1330780.0
2024,ANDHRA PRADESH,MACHILIPATNAM,,,1312004.0
2024,ANDHRA PRADESH,NANDYAL,,,1404418.0
2024,ANDHRA PRADESH,NARASAPUR,,,1230994.0
2024,ANDHRA PRADESH,NARSARAOPET,,,1499569.0
2024,ANDHRA PRADESH,NELLORE,,,1375649.0
2024,ANDHRA PRADESH,ONGOLE,,,1422214.0
2024,ANDHRA PRADESH,RAJAHMUNDRY,,,1325297.0
2024,ANDHRA PRADESH,RAJAMPET,,,1332939.0
2024,ANDHRA PRADESH,SRIKAKULAM,,,1235686.0
2024,ANDHRA PRADESH,TIRUPATI,,,1382570.0
2024,ANDHRA PRADESH,VIJAYAWADA,,,1364405.0
2024,ANDHRA PRADESH,VISAKHAPATNAM,,,1387125.0
2024,ANDHRA PRADESH,VIZIANAGARAM,,,1299242.0
2024,ARUNACHAL PRADESH,ARUNACHAL EAST,,,323443.0
2024,ARUNACHAL PRADESH,ARUNACHAL WEST,,,399804.0
2024,ASSAM,AUTONOMOUS DISTRICT,,,682827.0
2024,ASSAM,BARPETA,,,1685943.0
2024,ASSAM,DHUBRI,,,2453608.0
2024,ASSAM,DIBRUGARH,,,1278322.0
2024,ASSAM,GAUHATI,,,1599389.0
2024,ASSAM,JORHAT,,,1391160.0
2024,ASSAM,KALIABOR,,,1629937.0
2024,ASSAM,KARIMGANJ,,,1146882.0
2024,ASSAM,KOKRAJHAR,,,1241496.0
2024,ASSAM,LAKHIMPUR,,,1211214.0
2024,ASSAM,MANGALDOI,,,1811200.0
2024,ASSAM,NOWGONG,,,1549998.0
2024,ASSAM,SILCHAR,,,1089426.0
2024,ASSAM,SONITPUR,,,1288468.0
2024,BIHAR,ARARIA,,,1252560.0
2024,BIHAR,ARRAH,,,1096561.0
2024,BIHAR,AURANGABAD,,,945880.0
2024,BIHAR,BANKA,,,1014155.0
2024,BIHAR,BEGUSARAI,,,1294673.0
2024,BIHAR,BHAGALPUR,,,1064081.0
2024,BIHAR,BUXAR,,,1073759.0
2024,BIHAR,DARBHANGA,,,1024184.0
2024,BIHAR,GAYA,,,963676.0
2024,BIHAR,GOPALGANJ,,,1063027.0
2024,BIHAR,HAJIPUR,,,1155324.0
2024,BIHAR,JAHANABAD,,,925370.0
2024,BIHAR,JAMUI,,,979233.0
2024,BIHAR,JHANJHARPUR,,,1093741.0
2024,BIHAR,KARAKAT,,,1031618.0
2024,BIHAR,KATIHAR,,,1171546.0
2024,BIHAR,KHAGARIA,,,1061894.0
2024,BIHAR,KISHANGANJ,,,1151099.0
2024,BIHAR,MADHEPURA,,,1209695.0
2024,BIHAR,MADHUBANI,,,1027728.0
2024,BIHAR,MAHARAJGANJ,,,1014109.0
2024,BIHAR,MUNGER,,,1139081.0
2024,BIHAR,MUZAFFARPUR,,,1112460.0
2024,BIHAR,NALANDA,,,1144383.0
2024,BIHAR,NAWADA,,,869870.0
2024,BIHAR,PASCHIM CHAMPARAN,,,1086256.0
2024,BIHAR,PATALIPUTRA,,,1230099.0
2024,BIHAR,PATNA SAHIB,,,1075496.0
2024,BIHAR,PURNIA,,,1195844.0
2024,BIHAR,PURVI CHAMPARAN,,,1073688.0
2024,BIHAR,SAMASTIPUR,,,1094592.0
2024,BIHAR,SARAN,,,1021508.0
2024,BIHAR,SASARAM,,,1097075.0
2024,BIHAR,SHEOHAR,,,1055602.0
2024,BIHAR,SITAMARHI,,,1093992.0
2024,BIHAR,SIWAN,,,998018.0
2024,BIHAR,SUPAUL,,,1231114.0
2024,BIHAR,UJIARPUR,,,1042068.0
2024,BIHAR,VAISHALI,,,1172060.0
2024,BIHAR,VALMIKI NAGAR,,,1101830.0
2024,CHANDIGARH,CHANDIGARH,,,449275.0
2024,CHHATTISGARH,BASTAR,,,1007395.0
2024,CHHATTISGARH,BILASPUR,,,1361350.0
2024,CHHATTISGARH,DURG,,,1542787.0
2024,CHHATTISGARH,JANJGIR-CHAMPA,,,1392240.0
2024,CHHATTISGARH,KANKER,,,1265429.0
2024,CHHATTISGARH,KORBA,,,1225313.0
2024,CHHATTISGARH,MAHASAMUND,,,1326080.0
2024,CHHATTISGARH,RAIGARH,,,1452965.0
2024,CHHATTISGARH,RAIPUR,,,1586755.0
2024,CHHATTISGARH,RAJNANDGAON,,,1445765.0
2024,CHHATTISGARH,SURGUJA,,,1455269.0
2024,DADRA & NAGAR HAVELI AND DAMAN & DIU,DADAR & NAGAR HAVELI,,,205588.0
2024,DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,,,92410.0
2024,GOA,NORTH GOA,,,456018.0
2024,GOA,SOUTH GOA,,,450520.0
2024,GUJARAT,AHMEDABAD EAST,,,1128339.0
2024,GUJARAT,AHMEDABAD WEST,,,966646.0
2024,GUJARAT,AMRELI,,,876426.0
2024,GUJARAT,ANAND,,,1167969.0
2024,GUJARAT,BANASKANTHA,,,1375903.0
2024,GUJARAT,BARDOLI,,,1339333.0
2024,GUJARAT,BHARUCH,,,1198964.0
2024,GUJARAT,BHAVNAGAR,,,1047232.0
2024,GUJARAT,CHHOTA UDAIPUR,,,1267719.0
2024,GUJARAT,DAHOD,,,1118294.0
2024,GUJARAT,GANDHINAGAR,,,1321802.0
2024,GUJARAT,JAMNAGAR,,,1051235.0
2024,GUJARAT,JUNAGADH,,,1068253.0
2024,GUJARAT,KACHCHH,,,1095157.0
2024,GUJARAT,KHEDA,,,1175848.0
2024,GUJARAT,MAHESANA,,,1076827.0
2024,GUJARAT,NAVSARI,,,1338216.0
2024,GUJARAT,PANCHMAHAL,,,1131497.0
2024,GUJARAT,PATAN,,,1193125.0
2024,GUJARAT,PORBANDAR,,,928977.0
2024,GUJARAT,RAJKOT,,,1273542.0
2024,GUJARAT,SABARKANTHA,,,1269358.0
2024,GUJARAT,SURAT,,,0.0
2024,GUJARAT,SURENDRANAGAR,,,1131377.0
2024,GUJARAT,VADODARA,,,1212149.0
2024,GUJARAT,VALSAD,,,1361411.0
2024,HARYANA,AMBALA,,,1346722.0
2024,HARYANA,BHIWANI-MAHENDRAGARH,,,1183395.0
2024,HARYANA,FARIDABAD,,,1471322.0
2024,HARYANA,GURGAON,,,1601232.0
