State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
HARYANA,KARNAL,VINEET CHOUDHARY,BHARATIYA ASHA PARTY,,0,,40.0,"2,62,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,ROOP SINGH,RASHTRIYA GARIB DAL,,0,,53.0,"6,53,06,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,SAWAMI AGNIVESH,INDEPENDENT,,0,,47.0,"26,60,202",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,AZAD SINGH PUNIA,INDEPENDENT,,1,,59.0,"30,68,789",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,ASHOK KUMAR,INDEPENDENT,,0,,45.0,"7,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,KARNAL,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SATPAL BRAHAMCHARI,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,MOHAN LAL BADOLI,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,UMESH KUMAR,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,ANOOP SINGH,INDIAN NATIONAL LOK DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,BHUPENDER SINGH MALIK,JANNAYAK JANTA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SANT DHARAMVEER CHOTIVALA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,NARESH KASHYAP,AAM AADMI PARIVARTAN PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,RAMESH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SATPAL,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,GAUBHAGAT SUMIT LATHER,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,DR. KAMLESH KUMAR SAINI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,ROHTASH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,BALBIR SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,ASHWANI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SANJAY DASS,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,JAGBEER,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SUNIL KUMAR,RASHTRIYA GARIB DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,RADHEY SHYAM,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,RAKESH,SAMATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,NIRMAL SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,SURENDER SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,RAKESH DHARIWAL,RASHTRIYA JATIGAT AARAKSHAN VIRODHI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,SONEPAT,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,DEEPENDER SINGH HOODA,INDIAN NATIONAL CONGRESS,,0,,46.0,"69,25,58,771",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,DR. ARVIND KUMAR SHARMA,BHARATIYA JANATA PARTY,,0,,61.0,"7,24,79,796",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,RAVINDER,JANNAYAK JANTA PARTY,,0,,38.0,"1,49,19,297",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,RAKESH SINGH,RASHTRAWADI JANLOK PARTY (SATYA),,0,,43.0,"4,14,33,197",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,BISHAMBAR KUMAR,INDEPENDENT,,0,,56.0,"42,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,KALAWATI,INDEPENDENT,,0,,47.0,"5,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,PARVEEN KUMAR,INDEPENDENT,,0,,40.0,"15,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,UDEVIR,INDEPENDENT,,0,,50.0,"3,54,33,448",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,VINOD KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,40.0,"41,69,020",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,ASHOK KUMAR,INDEPENDENT,,0,,39.0,"1,32,75,471",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,VISHESH BAMEL,BHARATIYA ASHA PARTY,,0,,39.0,"3,52,47,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,JAIKARAN MANDAUTHI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,78.0,"2,20,15,247",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,JAGBIR SINGH,BHARATHEEYA JAWAN KISAN PARTY,,0,,60.0,"1,62,22,419",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,SATISH KUMAR,INDEPENDENT,,0,,43.0,"50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,SURENDER,AAM AADMI PARIVARTAN PARTY,,0,,41.0,"11,09,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,MANISHA,INDEPENDENT,,0,,36.0,"44,56,412",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,ARVIND KUMAR SHARMA,INDEPENDENT,,0,,53.0,"25,73,637",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,SATISH KUMAR,EKAM SANATAN BHARAT DAL,,0,,43.0,"50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,ARVIND,INDEPENDENT,,0,,37.0,"40,71,565",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,ADVOCATE ADITYA DHANKHAR,SUPER POWER INDIA PARTY,,0,,25.0,"4,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,MASTER RANDHIR SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,MANJEET,INDEPENDENT,,0,,39.0,"7,11,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,SANJAY,INDEPENDENT,,0,,48.0,"1,28,78,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,YOGESH SHARMA,INDEPENDENT,,0,,50.0,"3,50,73,176",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,VINAY,INDEPENDENT,,0,,43.0,"1,28,72,936",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,LALIT KUMAR,INDEPENDENT,,1,,29.0,"45,01,602",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,ROHTAK,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH,BHARATIYA JANATA PARTY,,0,,69.0,"11,56,64,424",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,RAO DAN SINGH,INDIAN NATIONAL CONGRESS,,0,,68.0,"18,04,83,048",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,BAHADUR SINGH,JANNAYAK JANTA PARTY,,0,,67.0,"88,70,10,001",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,SUNIL KUMAR SHARMA,BAHUJAN SAMAJ PARTY,,0,,52.0,"4,86,14,881",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,SUBHASH,RASHTRAWADI JANLOK PARTY (SATYA),,0,,48.0,"1,93,51,492",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,HEMANT,INDEPENDENT,,0,,31.0,"26,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,SEEMA,INDEPENDENT,,0,,37.0,"4,84,50,237",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,VED PRAKASH,INDEPENDENT,,0,,69.0,"3,89,35,950",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,ANAND KUMAR,BHARATHEEYA JAWAN KISAN PARTY,,0,,52.0,"44,19,101",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,YOGBIR SINGH,INDEPENDENT,,0,,31.0,"3,97,624",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,VARSHA,INDEPENDENT,,0,,26.0,"31,97,400",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,BALWAN,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,44.0,"38,17,120",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,ROHTASH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,61.0,"73,96,050",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,JAI SINGH,INDEPENDENT,,0,,49.0,"19,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,BHARAT BHUSHAN,BHARTIYA SHAKTI CHETNA PARTY,,0,,68.0,"35,82,853",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,ENGINEER MAHAVIR SINGH YADAV,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,JAGDISH,INDEPENDENT,,0,,51.0,"46,47,882",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,BHIWANI-MAHENDRAGARH,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,RAO INDERJIT SINGH,BHARATIYA JANATA PARTY,,0,,74.0,"1,21,54,22,868",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,RAJ BABBAR,INDIAN NATIONAL CONGRESS,,3,,71.0,"29,91,44,010",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,RAHUL YADAV FAZILPURIA,JANNAYAK JANTA PARTY,,0,,33.0,"2,80,32,820",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,VIJAY KHATANA,BAHUJAN SAMAJ PARTY,,0,,41.0,"34,06,068",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,SORAB KHAN,INDIAN NATIONAL LOK DAL,,0,,57.0,"3,11,10,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,AJAY KUMAR,INDEPENDENT,,0,,42.0,"11,69,964",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,ASHOK JANGRA,INDEPENDENT,,0,,55.0,"2,25,13,482",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,AZAD SINGH,INDEPENDENT,,0,,66.0,"51,96,284",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,AKSHAT GAIT,INDEPENDENT,,0,,36.0,"72,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,LAL CHAND YADAV,BHARATHEEYA JAWAN KISAN PARTY,,0,,70.0,"1,61,69,757",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,SAMAY SINGH,INDEPENDENT,,0,,42.0,"4,42,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,DHARMENDER THAKRAN,SWAYAM SHASHAN PARTY,,0,,58.0,"4,57,26,271",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,VIJAY YADAV,JAN SEWAK KRANTI PARTY,,0,,44.0,"37,37,615",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,ISHWAR SINGH SUTHANI,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,57.0,"1,34,40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,COMRADE SARWAN KUMAR GUPTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,56.0,"2,49,69,598",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,VANDNA GULIYA,RIGHT TO RECALL PARTY,,0,,44.0,"1,26,74,900",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,SAMPOORN ANAND,RASHTRIYA LOKSWARAJ PARTY,,0,,53.0,"62,04,627",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,KUSHESHWAR BHAGAT,INDEPENDENT,,0,,54.0,"11,52,100",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,SINGH RAM,INDEPENDENT,,0,,69.0,"16,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,ANWAR,SOCIAL DEMOCRATIC PARTY OF INDIA,,0,,34.0,"81,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,FAUJI JAI KAWAR TYAGI (DIXIT),INDEPENDENT,,0,,69.0,"1,13,39,76,242",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,AKASH VYAS,BHARTIYA SHAKTI CHETNA PARTY,,0,,25.0,"33,400",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,VISHNU,INDEPENDENT,,0,,46.0,"9,68,89,397",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,GURGAON,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,KRISHAN PAL,BHARATIYA JANATA PARTY,,0,,67.0,"62,58,15,843",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,MAHENDER PRATAP SINGH,INDIAN NATIONAL CONGRESS,,0,,79.0,"90,44,74,899",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,KISHAN THAKUR,BAHUJAN SAMAJ PARTY,,0,,60.0,"3,59,44,589",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SUNIL TEWATIA,INDIAN NATIONAL LOK DAL,,0,,49.0,"16,47,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,NALIN HOODA,JANNAYAK JANTA PARTY,,0,,36.0,"1,72,69,940",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SAWATANTAR SINGH CHAUHAN,JAN SHAKTI DAL,,0,,45.0,"1,56,24,748",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,NEERAJ JATAV,INDEPENDENT,,0,,33.0,"5,95,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,HARI SHANKER RAJVANS,ADIM BHARTIYA DAL,,0,,48.0,"13,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,ATUL,INDEPENDENT,,2,,42.0,"1,41,27,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,PANDIT SUMIT KUMAR SHARMA,AARAKSHAN VIRODHI PARTY,,0,,32.0,"9,92,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,BRIJABALA,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,39.0,"50,74,368",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SHYAM SUNDER SINGH,BHARTIYA SHAKTI CHETNA PARTY,,0,,56.0,"31,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,MAHESH PRATAP SHARMA,RASHTRIYA VIKAS PARTY,,0,,69.0,"4,91,61,307",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SATAY DEO YADAV,BULAND BHARAT PARTY,,0,,53.0,"40,65,933",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,RANDHEER SINGH ALIAS DHEERU KHATANA,AKHIL BHARTIYA KISAN MAJDOOR PARTY,,0,,50.0,"10,73,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SUNIL KUMAR,INDEPENDENT,,0,,45.0,"4,49,100",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,BHARAT BHUSHAN KOLI,RASHTRA NIRMAN PARTY,,0,,40.0,"8,34,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SHIV NARAYAN BABA DUBEY,KISAN MAZDOOR SANGHARSH PARTY,,0,,54.0,"42,87,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,GYAN CHAND BAINSLA,SAMRAT MIHIR BHOJ SAMAJ PARTY,,0,,51.0,"22,25,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,RAJESH GAUTAM,INDEPENDENT,,0,,37.0,"11,91,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SWAMI RAJENDRA DEV JI,INDEPENDENT,,0,,50.0,"1,66,12,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,LEKHRAM DABANG,INDEPENDENT,,0,,55.0,"29,23,530",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,GIRRAJ,INDEPENDENT,,2,,47.0,"26,03,381",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,SHAKILA HUSSAIN,LOKTANTRIK JANSHAKTI PARTY,,0,,41.0,"32,12,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HARYANA,FARIDABAD,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,DR RAJEEV BHARDWAJ,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,ANAND SHARMA,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,REKHA CHAUDHARY,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,ADVOCATE SANJAY SHARMA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,DR KEHAR SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,JEEVAN KUMAR,AKHIL BHARTIYA PARIVAR PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,NARAIN SINGH DOGRA,HIMACHAL JANTA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,BHUVNESH KUMAR,RASHTRIYA DEVBHUMI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,DEV RAJ BHARDWAJ,RASHTRIYA SAMAJ DAL (R),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,ACHAL SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,KANGRA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,KANGNA RANAUT,BHARATIYA JANATA PARTY,,8,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,VIKRAMADITYA SINGH,INDIAN NATIONAL CONGRESS,,14,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,DR. PRAKASH CHAND BHARDWAJ,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,NARENDER KUMAR,RASHTRIYA DEVBHUMI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,RAKHEE GUPTA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,SUBHASH MOHAN SNEHI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,VINAY KUMAR,AKHIL BHARTIYA PARIVAR PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,MAHESH SAINI,HIMACHAL JANTA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,DINESH KUMAR BHATI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,ASHUTOSH MAHANT,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,MANDI,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,ANURAG SINGH THAKUR,BHARATIYA JANATA PARTY,,1,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,SATPAL RAIZADA,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,HEM RAJ,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,JAGDEEP KUMAR,RASHTRIYA DEVBHUMI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,SURENDER KUMAR GAUTAM,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,SUBEDAR MAJOR KULWANT SINGH PATIAL,BHARATHEEYA JAWAN KISAN PARTY,,1,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,NAND LAL,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,SUMIT RANA,AKHIL BHARTIYA PARIVAR PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,RAMESH CHAND SARTHI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
HIMACHAL PRADESH,HAMIRPUR,ARUN ANKESH SYAL,EKAM SANATAN BHARAT DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
